ticket_id,order_id,ticket_status,message,channel
T500796,O210608,Open,Where is my order O210608?? It is 2 weeks late!!!,email
T500797,O203123,pending,"Great service, jacket fits perfectly. thanks",chat
T500798,O205202,Open,Where is my order O205202?? It is 2 weeks late!!!,email
T500799,O218748,closed,"Order O218748 arrived damaged, the zip is broken",phone
T500800,O224640,Open,"Cancel order O224640 please, ordered by mistake",chat
T500801,O222973,closed,Where is my order O222973?? It is 2 weeks late!!!,chat
T500802,O212491,pending,"Great service, jacket fits perfectly. thanks",chat
T500803,O209619,open,"I want a refund for O209619, wrong size delivered",phone
T500804,O215194,pending,Where is my order O215194?? It is 2 weeks late!!!,chat
T500805,,Open,"Order O224197 arrived damaged, the zip is broken",email
T500806,,Open,"Cancel order O210516 please, ordered by mistake",chat
T500807,O224091,Open,"Order O224091 arrived damaged, the zip is broken",chat
T500808,O217268,pending,Where is my order O217268?? It is 2 weeks late!!!,phone
T500809,O214798,closed,"I want a refund for O214798, wrong size delivered",phone
T500810,O215146,open,Where is my order O215146?? It is 2 weeks late!!!,chat
T500811,O213436,open,"Great service, jacket fits perfectly. thanks",email
T500812,O216366,open,"I want a refund for O216366, wrong size delivered",email
T500813,O209107,open,"the tent O209107 leaked on first use, very disappointed",email
T500814,O205809,Open,"the tent O205809 leaked on first use, very disappointed",phone
T500815,O200298,Open,"Great service, jacket fits perfectly. thanks",email
T500816,O219900,Open,"I want a refund for O219900, wrong size delivered",email
T500817,O223354,pending,Where is my order O223354?? It is 2 weeks late!!!,phone
T500818,O222161,Open,"Cancel order O222161 please, ordered by mistake",email
T500819,O204549,closed,Where is my order O204549?? It is 2 weeks late!!!,email
T500820,O201684,Open,  RETURN REQUEST: item not as described  ,chat
T500821,O207771,open,"the tent O207771 leaked on first use, very disappointed",chat
T500822,O210103,Open,"Order O210103 arrived damaged, the zip is broken",email
T500823,O213603,Open,"I want a refund for O213603, wrong size delivered",phone
T500824,O222015,open,"Great service, jacket fits perfectly. thanks",chat
T500825,O207371,Open,"I want a refund for O207371, wrong size delivered",chat
T500826,O222707,Open,  RETURN REQUEST: item not as described  ,email
T500827,O222247,open,"I want a refund for O222247, wrong size delivered",chat
T500828,O221384,open,Where is my order O221384?? It is 2 weeks late!!!,chat
T500829,,Open,Where is my order O203814?? It is 2 weeks late!!!,chat
T500830,O214373,pending,"I want a refund for O214373, wrong size delivered",phone
T500831,O207640,Open,  RETURN REQUEST: item not as described  ,email
T500832,O222290,pending,Where is my order O222290?? It is 2 weeks late!!!,email
T500833,O212468,closed,"Great service, jacket fits perfectly. thanks",email
T500834,O223355,Open,Can I change the delivery address for O223355?,email
T500835,O207665,pending,"Cancel order O207665 please, ordered by mistake",chat
T500836,,Open,"the tent O206740 leaked on first use, very disappointed",chat
T500837,O220057,closed,Where is my order O220057?? It is 2 weeks late!!!,phone
T500838,O216051,pending,"Cancel order O216051 please, ordered by mistake",email
T500839,O212616,open,"I want a refund for O212616, wrong size delivered",email
T500840,O214016,Open,"Order O214016 arrived damaged, the zip is broken",chat
T500841,O222750,open,"I want a refund for O222750, wrong size delivered",email
T500842,O201804,Open,Where is my order O201804?? It is 2 weeks late!!!,email
T500843,O209187,closed,"Order O209187 arrived damaged, the zip is broken",chat
T500844,O205143,pending,"Great service, jacket fits perfectly. thanks",email
T500845,O205447,closed,"Great service, jacket fits perfectly. thanks",phone
T500846,,closed,"Cancel order O224368 please, ordered by mistake",phone
T500847,O204670,open,"the tent O204670 leaked on first use, very disappointed",email
T500848,O207895,open,  RETURN REQUEST: item not as described  ,phone
T500849,O212978,Open,  RETURN REQUEST: item not as described  ,email
T500850,O220428,pending,"Great service, jacket fits perfectly. thanks",email
T500851,O209161,pending,"Great service, jacket fits perfectly. thanks",chat
T500852,O218598,Open,  RETURN REQUEST: item not as described  ,phone
T500853,,closed,Where is my order O208504?? It is 2 weeks late!!!,chat
T500854,O220072,open,"Order O220072 arrived damaged, the zip is broken",email
T500855,O200125,closed,  RETURN REQUEST: item not as described  ,phone
T500856,O213627,Open,"Cancel order O213627 please, ordered by mistake",phone
T500857,O201595,pending,  RETURN REQUEST: item not as described  ,phone
T500858,O220241,Open,"Cancel order O220241 please, ordered by mistake",chat
T500859,O202185,Open,  RETURN REQUEST: item not as described  ,phone
T500860,O222016,open,  RETURN REQUEST: item not as described  ,email
T500861,O205403,Open,"Great service, jacket fits perfectly. thanks",phone
T500862,O202315,open,"Order O202315 arrived damaged, the zip is broken",chat
T500863,O222135,closed,Can I change the delivery address for O222135?,phone
T500864,O214967,open,"Great service, jacket fits perfectly. thanks",email
T500865,O220295,open,"the tent O220295 leaked on first use, very disappointed",email
T500866,O202548,closed,Can I change the delivery address for O202548?,chat
T500867,O219638,open,"Order O219638 arrived damaged, the zip is broken",chat
T500868,O215930,open,Where is my order O215930?? It is 2 weeks late!!!,email
T500869,O203211,closed,Can I change the delivery address for O203211?,chat
T500870,O207469,closed,Where is my order O207469?? It is 2 weeks late!!!,chat
T500871,O224971,open,"Cancel order O224971 please, ordered by mistake",email
T500872,,open,"Order O209850 arrived damaged, the zip is broken",chat
T500873,O207396,pending,"I want a refund for O207396, wrong size delivered",phone
T500874,O205777,Open,"I want a refund for O205777, wrong size delivered",email
T500875,O219798,closed,"I want a refund for O219798, wrong size delivered",phone
T500876,O213604,closed,"I want a refund for O213604, wrong size delivered",phone
T500877,O219762,open,Where is my order O219762?? It is 2 weeks late!!!,phone
T500878,O221175,open,  RETURN REQUEST: item not as described  ,phone
T500879,O211307,pending,Where is my order O211307?? It is 2 weeks late!!!,email
T500880,O225905,pending,"Great service, jacket fits perfectly. thanks",chat
T500881,O208535,pending,"the tent O208535 leaked on first use, very disappointed",phone
T500882,O218648,Open,"Cancel order O218648 please, ordered by mistake",phone
T500883,,Open,"the tent O205057 leaked on first use, very disappointed",phone
T500884,,Open,"the tent O224640 leaked on first use, very disappointed",chat
T500885,O208915,Open,"I want a refund for O208915, wrong size delivered",email
T500886,O209753,open,"Great service, jacket fits perfectly. thanks",phone
T500887,O213919,pending,"the tent O213919 leaked on first use, very disappointed",chat
T500888,O214571,open,"Order O214571 arrived damaged, the zip is broken",chat
T500889,O219437,closed,  RETURN REQUEST: item not as described  ,chat
T500890,O202615,open,"the tent O202615 leaked on first use, very disappointed",email
T500891,O204926,closed,"I want a refund for O204926, wrong size delivered",email
T500892,O206679,closed,"Cancel order O206679 please, ordered by mistake",email
T500893,,pending,"Order O212671 arrived damaged, the zip is broken",email
T500894,O210447,open,Where is my order O210447?? It is 2 weeks late!!!,email
T500895,O219145,closed,"Order O219145 arrived damaged, the zip is broken",chat
T500896,O225058,closed,Can I change the delivery address for O225058?,phone
T500897,O214589,closed,"I want a refund for O214589, wrong size delivered",email
T500898,O213394,closed,"I want a refund for O213394, wrong size delivered",email
T500899,O221913,pending,"Order O221913 arrived damaged, the zip is broken",chat
T500900,O216878,closed,  RETURN REQUEST: item not as described  ,chat
T500901,O222999,Open,Can I change the delivery address for O222999?,phone
T500902,O225909,Open,Where is my order O225909?? It is 2 weeks late!!!,phone
T500903,O204217,open,"the tent O204217 leaked on first use, very disappointed",phone
T500904,O200524,Open,"Order O200524 arrived damaged, the zip is broken",phone
T500905,O203099,pending,"I want a refund for O203099, wrong size delivered",email
T500906,O207250,Open,"I want a refund for O207250, wrong size delivered",chat
T500907,O208835,open,Where is my order O208835?? It is 2 weeks late!!!,phone
T500908,O205324,closed,Where is my order O205324?? It is 2 weeks late!!!,chat
T500909,O216752,closed,"the tent O216752 leaked on first use, very disappointed",chat
T500910,O205518,Open,Can I change the delivery address for O205518?,email
T500911,O224835,open,Where is my order O224835?? It is 2 weeks late!!!,chat
T500912,,Open,Can I change the delivery address for O209190?,chat
T500913,O203037,closed,Where is my order O203037?? It is 2 weeks late!!!,email
T500914,O209345,pending,"Order O209345 arrived damaged, the zip is broken",phone
T500915,O204880,pending,Can I change the delivery address for O204880?,phone
T500916,O218076,closed,  RETURN REQUEST: item not as described  ,email
T500917,O215950,Open,"I want a refund for O215950, wrong size delivered",email
T500918,O202451,open,"Great service, jacket fits perfectly. thanks",chat
T500919,O218815,pending,  RETURN REQUEST: item not as described  ,email
T500920,O218845,open,Can I change the delivery address for O218845?,chat
T500921,O220149,pending,"Cancel order O220149 please, ordered by mistake",phone
T500922,O205654,open,"Order O205654 arrived damaged, the zip is broken",phone
T500923,O217381,open,"Cancel order O217381 please, ordered by mistake",chat
T500924,O225754,pending,"Order O225754 arrived damaged, the zip is broken",phone
T500925,O200014,closed,Can I change the delivery address for O200014?,chat
T500926,O221094,closed,"Cancel order O221094 please, ordered by mistake",email
T500927,O223507,closed,Where is my order O223507?? It is 2 weeks late!!!,chat
T500928,O214375,closed,"I want a refund for O214375, wrong size delivered",email
T500929,O205121,open,"the tent O205121 leaked on first use, very disappointed",chat
T500930,,pending,"the tent O225886 leaked on first use, very disappointed",email
T500931,O222171,Open,Can I change the delivery address for O222171?,chat
T500932,O224835,Open,  RETURN REQUEST: item not as described  ,phone
T500933,O210001,Open,"I want a refund for O210001, wrong size delivered",phone
T500934,O217832,closed,Where is my order O217832?? It is 2 weeks late!!!,email
T500935,O223162,open,Can I change the delivery address for O223162?,chat
T500936,,open,Can I change the delivery address for O223353?,phone
T500937,O204470,Open,"the tent O204470 leaked on first use, very disappointed",email
T500938,O219612,pending,Can I change the delivery address for O219612?,phone
T500939,O215731,Open,Can I change the delivery address for O215731?,chat
T500940,,Open,"Cancel order O216658 please, ordered by mistake",chat
T500941,O210118,open,  RETURN REQUEST: item not as described  ,phone
T500942,O207371,Open,"Great service, jacket fits perfectly. thanks",chat
T500943,O216239,Open,Can I change the delivery address for O216239?,phone
T500944,O203484,Open,"the tent O203484 leaked on first use, very disappointed",chat
T500945,,open,Where is my order O217356?? It is 2 weeks late!!!,phone
T500946,O220587,Open,Where is my order O220587?? It is 2 weeks late!!!,chat
T500947,O204047,closed,  RETURN REQUEST: item not as described  ,email
T500948,O214168,open,"Cancel order O214168 please, ordered by mistake",email
T500949,O218316,open,"Great service, jacket fits perfectly. thanks",email
T500950,O216063,pending,"Great service, jacket fits perfectly. thanks",phone
T500951,,closed,Where is my order O220751?? It is 2 weeks late!!!,phone
T500952,O217656,pending,"Great service, jacket fits perfectly. thanks",email
T500953,O209414,open,"the tent O209414 leaked on first use, very disappointed",phone
T500954,O217721,open,"Cancel order O217721 please, ordered by mistake",email
T500955,O206864,pending,  RETURN REQUEST: item not as described  ,chat
T500956,O204140,open,"Order O204140 arrived damaged, the zip is broken",phone
T500957,O216221,open,Can I change the delivery address for O216221?,phone
T500958,O219874,pending,"Order O219874 arrived damaged, the zip is broken",chat
T500959,O208763,Open,"I want a refund for O208763, wrong size delivered",phone
T500960,O220272,pending,Can I change the delivery address for O220272?,phone
T500961,O225547,closed,"I want a refund for O225547, wrong size delivered",phone
T500962,O214820,open,Can I change the delivery address for O214820?,phone
T500963,O220178,open,Can I change the delivery address for O220178?,phone
T500964,O209579,pending,"Order O209579 arrived damaged, the zip is broken",email
T500965,O205589,pending,Can I change the delivery address for O205589?,phone
T500966,O201479,pending,Where is my order O201479?? It is 2 weeks late!!!,email
T500967,,Open,"Cancel order O202043 please, ordered by mistake",chat
T500968,O219488,open,Where is my order O219488?? It is 2 weeks late!!!,phone
T500969,O201825,open,"the tent O201825 leaked on first use, very disappointed",email
T500970,O209999,open,"I want a refund for O209999, wrong size delivered",email
T500971,O211766,pending,"Cancel order O211766 please, ordered by mistake",phone
T500972,O222073,closed,"I want a refund for O222073, wrong size delivered",email
T500973,O222359,closed,"the tent O222359 leaked on first use, very disappointed",phone
T500974,O222242,pending,"Order O222242 arrived damaged, the zip is broken",email
T500975,O202181,Open,Where is my order O202181?? It is 2 weeks late!!!,chat
T500976,,Open,Can I change the delivery address for O204998?,email
T500977,O210479,pending,"Order O210479 arrived damaged, the zip is broken",chat
T500978,O209161,pending,"the tent O209161 leaked on first use, very disappointed",chat
T500979,O203703,closed,"Order O203703 arrived damaged, the zip is broken",phone
T500980,O225178,open,"I want a refund for O225178, wrong size delivered",phone
T500981,O225506,Open,  RETURN REQUEST: item not as described  ,chat
T500982,O200465,closed,  RETURN REQUEST: item not as described  ,phone
T500983,O216463,pending,Can I change the delivery address for O216463?,chat
T500984,O212949,open,Where is my order O212949?? It is 2 weeks late!!!,email
T500985,O211576,open,Can I change the delivery address for O211576?,chat
T500986,O204252,open,"Great service, jacket fits perfectly. thanks",chat
T500987,O225079,closed,"I want a refund for O225079, wrong size delivered",email
T500988,,Open,Can I change the delivery address for O217936?,email
T500989,O209119,pending,"Order O209119 arrived damaged, the zip is broken",phone
T500990,O202407,Open,Where is my order O202407?? It is 2 weeks late!!!,chat
T500991,O218639,Open,Where is my order O218639?? It is 2 weeks late!!!,email
T500992,O223186,pending,"the tent O223186 leaked on first use, very disappointed",phone
T500993,O221926,pending,Where is my order O221926?? It is 2 weeks late!!!,chat
T500994,O205374,open,Can I change the delivery address for O205374?,phone
T500995,O221158,Open,"the tent O221158 leaked on first use, very disappointed",chat
T500996,O204244,closed,Can I change the delivery address for O204244?,phone
T500997,O207365,Open,"the tent O207365 leaked on first use, very disappointed",chat
T500998,O211016,pending,Where is my order O211016?? It is 2 weeks late!!!,chat
T500999,O220876,closed,  RETURN REQUEST: item not as described  ,phone
T501000,O202910,open,"Order O202910 arrived damaged, the zip is broken",phone
T501001,O223755,open,Can I change the delivery address for O223755?,email
T501002,O215817,closed,"the tent O215817 leaked on first use, very disappointed",email
T501003,O201536,open,"Cancel order O201536 please, ordered by mistake",chat
T501004,O219063,open,"Order O219063 arrived damaged, the zip is broken",email
T501005,O208988,closed,"Order O208988 arrived damaged, the zip is broken",phone
T501006,O220156,pending,  RETURN REQUEST: item not as described  ,chat
T501007,O211368,Open,"the tent O211368 leaked on first use, very disappointed",chat
T501008,O218427,closed,"the tent O218427 leaked on first use, very disappointed",email
T501009,,pending,"Cancel order O205141 please, ordered by mistake",phone
T501010,O204836,closed,"Order O204836 arrived damaged, the zip is broken",chat
T501011,O224175,Open,  RETURN REQUEST: item not as described  ,email
T501012,O218367,open,"Cancel order O218367 please, ordered by mistake",chat
T501013,O224569,open,"I want a refund for O224569, wrong size delivered",email
T501014,O208802,closed,Can I change the delivery address for O208802?,phone
T501015,O220620,pending,"Cancel order O220620 please, ordered by mistake",phone
T501016,O205345,open,"Order O205345 arrived damaged, the zip is broken",phone
T501017,O216474,open,"Cancel order O216474 please, ordered by mistake",email
T501018,O221654,Open,"Great service, jacket fits perfectly. thanks",email
T501019,O210680,open,"Cancel order O210680 please, ordered by mistake",chat
T501020,O219997,Open,"the tent O219997 leaked on first use, very disappointed",phone
T501021,O205014,open,"I want a refund for O205014, wrong size delivered",email
T501022,O205967,pending,  RETURN REQUEST: item not as described  ,chat
T501023,O217177,pending,"I want a refund for O217177, wrong size delivered",phone
T501024,O209453,open,"Order O209453 arrived damaged, the zip is broken",email
T501025,O210103,open,"Order O210103 arrived damaged, the zip is broken",phone
T501026,O208135,Open,"Order O208135 arrived damaged, the zip is broken",phone
T501027,O203155,open,"Great service, jacket fits perfectly. thanks",email
T501028,O218788,Open,"I want a refund for O218788, wrong size delivered",phone
T501029,O206212,closed,"Order O206212 arrived damaged, the zip is broken",phone
T501030,O202127,closed,Where is my order O202127?? It is 2 weeks late!!!,phone
T501031,O218027,pending,"the tent O218027 leaked on first use, very disappointed",phone
T501032,O219496,pending,Can I change the delivery address for O219496?,phone
T501033,O211638,closed,"the tent O211638 leaked on first use, very disappointed",chat
T501034,O214418,closed,"Order O214418 arrived damaged, the zip is broken",phone
T501035,O215940,Open,Where is my order O215940?? It is 2 weeks late!!!,chat
T501036,O225960,Open,Where is my order O225960?? It is 2 weeks late!!!,chat
T501037,O204227,Open,Where is my order O204227?? It is 2 weeks late!!!,email
T501038,O207821,pending,  RETURN REQUEST: item not as described  ,phone
T501039,O220961,Open,Can I change the delivery address for O220961?,phone
T501040,O209615,closed,"the tent O209615 leaked on first use, very disappointed",phone
T501041,O218552,Open,"I want a refund for O218552, wrong size delivered",chat
T501042,O221255,closed,Can I change the delivery address for O221255?,chat
T501043,O223565,pending,Where is my order O223565?? It is 2 weeks late!!!,chat
T501044,O211521,closed,"Cancel order O211521 please, ordered by mistake",phone
T501045,O203386,Open,"Order O203386 arrived damaged, the zip is broken",email
T501046,O218282,Open,Can I change the delivery address for O218282?,email
T501047,O218657,pending,"Cancel order O218657 please, ordered by mistake",email
T501048,O203642,closed,"Great service, jacket fits perfectly. thanks",phone
T501049,O208664,pending,Can I change the delivery address for O208664?,email
T501050,O224707,open,  RETURN REQUEST: item not as described  ,email
T501051,O220741,open,"the tent O220741 leaked on first use, very disappointed",phone
T501052,O209167,pending,Can I change the delivery address for O209167?,phone
T501053,O215215,open,"Order O215215 arrived damaged, the zip is broken",chat
T501054,O201809,closed,Where is my order O201809?? It is 2 weeks late!!!,email
T501055,O208031,Open,"I want a refund for O208031, wrong size delivered",email
T501056,O205890,Open,"Order O205890 arrived damaged, the zip is broken",email
T501057,O218848,open,"I want a refund for O218848, wrong size delivered",phone
T501058,O203300,closed,"Cancel order O203300 please, ordered by mistake",email
T501059,O220961,pending,  RETURN REQUEST: item not as described  ,phone
T501060,O212761,pending,Can I change the delivery address for O212761?,chat
T501061,O216041,closed,"Order O216041 arrived damaged, the zip is broken",email
T501062,O225379,open,  RETURN REQUEST: item not as described  ,phone
T501063,,pending,"Order O202627 arrived damaged, the zip is broken",chat
T501064,O203459,open,"the tent O203459 leaked on first use, very disappointed",phone
T501065,O208178,open,"Cancel order O208178 please, ordered by mistake",email
T501066,O200564,pending,Where is my order O200564?? It is 2 weeks late!!!,phone
T501067,O225090,closed,"I want a refund for O225090, wrong size delivered",chat
T501068,O218772,Open,Where is my order O218772?? It is 2 weeks late!!!,chat
T501069,O208994,Open,"Cancel order O208994 please, ordered by mistake",phone
T501070,,pending,"Order O200359 arrived damaged, the zip is broken",email
T501071,O218149,open,"the tent O218149 leaked on first use, very disappointed",phone
T501072,O217471,pending,"the tent O217471 leaked on first use, very disappointed",phone
T501073,O210317,open,"the tent O210317 leaked on first use, very disappointed",phone
T501074,,pending,  RETURN REQUEST: item not as described  ,chat
T501075,O215311,closed,  RETURN REQUEST: item not as described  ,phone
T501076,O214291,Open,Where is my order O214291?? It is 2 weeks late!!!,phone
T501077,O208811,open,Where is my order O208811?? It is 2 weeks late!!!,phone
T501078,O208924,closed,"Order O208924 arrived damaged, the zip is broken",chat
T501079,O200348,open,"I want a refund for O200348, wrong size delivered",email
T501080,O210174,Open,"the tent O210174 leaked on first use, very disappointed",phone
T501081,O218473,open,  RETURN REQUEST: item not as described  ,chat
T501082,O204688,pending,"the tent O204688 leaked on first use, very disappointed",chat
T501083,O213579,open,"Cancel order O213579 please, ordered by mistake",chat
T501084,O222295,closed,"Cancel order O222295 please, ordered by mistake",phone
T501085,O216052,closed,Where is my order O216052?? It is 2 weeks late!!!,chat
T501086,O212631,Open,"I want a refund for O212631, wrong size delivered",email
T501087,O208273,pending,"Order O208273 arrived damaged, the zip is broken",phone
T501088,O201877,closed,"the tent O201877 leaked on first use, very disappointed",email
T501089,O220964,closed,"Cancel order O220964 please, ordered by mistake",email
T501090,O202880,closed,"Order O202880 arrived damaged, the zip is broken",email
T501091,O207545,pending,Where is my order O207545?? It is 2 weeks late!!!,phone
T501092,O202698,closed,"Great service, jacket fits perfectly. thanks",phone
T501093,O224713,Open,"Cancel order O224713 please, ordered by mistake",chat
T501094,,open,"Cancel order O213215 please, ordered by mistake",email
T501095,O216564,Open,"Great service, jacket fits perfectly. thanks",email
T501096,O206868,Open,"Great service, jacket fits perfectly. thanks",chat
T501097,O218370,open,"Order O218370 arrived damaged, the zip is broken",phone
T501098,O218088,Open,"Great service, jacket fits perfectly. thanks",phone
T501099,O215731,pending,  RETURN REQUEST: item not as described  ,phone
T501100,O217120,pending,"I want a refund for O217120, wrong size delivered",chat
T501101,O214723,Open,"the tent O214723 leaked on first use, very disappointed",email
T501102,O219254,closed,"I want a refund for O219254, wrong size delivered",email
T501103,O204842,open,Can I change the delivery address for O204842?,phone
T501104,O220243,pending,"Great service, jacket fits perfectly. thanks",chat
T501105,O200876,Open,"the tent O200876 leaked on first use, very disappointed",chat
T501106,O210467,Open,"the tent O210467 leaked on first use, very disappointed",phone
T501107,O221918,Open,"Cancel order O221918 please, ordered by mistake",email
T501108,O211373,open,"Order O211373 arrived damaged, the zip is broken",chat
T501109,O223736,open,"the tent O223736 leaked on first use, very disappointed",email
T501110,O202823,Open,  RETURN REQUEST: item not as described  ,phone
T501111,O202603,closed,"Order O202603 arrived damaged, the zip is broken",email
T501112,O204213,pending,"I want a refund for O204213, wrong size delivered",phone
T501113,O225432,Open,"Cancel order O225432 please, ordered by mistake",chat
T501114,O213711,pending,Where is my order O213711?? It is 2 weeks late!!!,chat
T501115,O225418,Open,  RETURN REQUEST: item not as described  ,chat
T501116,O213929,open,"I want a refund for O213929, wrong size delivered",phone
T501117,O207981,closed,Can I change the delivery address for O207981?,email
T501118,O201742,Open,"I want a refund for O201742, wrong size delivered",phone
T501119,O220446,closed,"Cancel order O220446 please, ordered by mistake",chat
T501120,O201612,pending,"Order O201612 arrived damaged, the zip is broken",chat
T501121,O215471,open,"Great service, jacket fits perfectly. thanks",phone
T501122,O202356,pending,"Order O202356 arrived damaged, the zip is broken",email
T501123,,pending,"Order O217275 arrived damaged, the zip is broken",phone
T501124,,pending,"Order O216856 arrived damaged, the zip is broken",email
T501125,O222108,closed,"Great service, jacket fits perfectly. thanks",phone
T501126,O208745,closed,"Great service, jacket fits perfectly. thanks",phone
T501127,O217071,pending,"I want a refund for O217071, wrong size delivered",chat
T501128,,pending,"Great service, jacket fits perfectly. thanks",email
T501129,O224561,closed,Can I change the delivery address for O224561?,email
T501130,O214400,closed,"the tent O214400 leaked on first use, very disappointed",chat
T501131,O209206,open,"the tent O209206 leaked on first use, very disappointed",chat
T501132,O206523,Open,"Cancel order O206523 please, ordered by mistake",email
T501133,O217588,open,"Great service, jacket fits perfectly. thanks",email
T501134,O205634,Open,"I want a refund for O205634, wrong size delivered",email
T501135,,pending,"the tent O216740 leaked on first use, very disappointed",phone
T501136,O224855,pending,"Cancel order O224855 please, ordered by mistake",chat
T501137,O218352,closed,Can I change the delivery address for O218352?,phone
T501138,,Open,"the tent O221238 leaked on first use, very disappointed",email
T501139,O214242,pending,Where is my order O214242?? It is 2 weeks late!!!,email
T501140,O220309,pending,"Cancel order O220309 please, ordered by mistake",chat
T501141,O205129,pending,  RETURN REQUEST: item not as described  ,chat
T501142,O214556,closed,"I want a refund for O214556, wrong size delivered",phone
T501143,,closed,"Cancel order O212538 please, ordered by mistake",email
T501144,O201675,pending,Can I change the delivery address for O201675?,phone
T501145,O213286,pending,"Great service, jacket fits perfectly. thanks",chat
T501146,O212139,closed,"the tent O212139 leaked on first use, very disappointed",email
T501147,O205427,pending,  RETURN REQUEST: item not as described  ,email
T501148,O221797,Open,"the tent O221797 leaked on first use, very disappointed",email
T501149,O222769,closed,"the tent O222769 leaked on first use, very disappointed",chat
T501150,O210950,open,Where is my order O210950?? It is 2 weeks late!!!,phone
T501151,O216422,open,Where is my order O216422?? It is 2 weeks late!!!,phone
T501152,O201687,Open,"Great service, jacket fits perfectly. thanks",phone
T501153,O214846,closed,Where is my order O214846?? It is 2 weeks late!!!,chat
T501154,O209082,Open,  RETURN REQUEST: item not as described  ,chat
T501155,O213046,Open,"Great service, jacket fits perfectly. thanks",email
T501156,O209851,closed,Can I change the delivery address for O209851?,phone
T501157,,pending,"the tent O220834 leaked on first use, very disappointed",chat
T501158,,open,"I want a refund for O216241, wrong size delivered",email
T501159,,pending,"the tent O222151 leaked on first use, very disappointed",email
T501160,O216612,open,"Great service, jacket fits perfectly. thanks",phone
T501161,O204855,open,Can I change the delivery address for O204855?,phone
T501162,O225737,closed,"Great service, jacket fits perfectly. thanks",phone
T501163,O203570,pending,"Great service, jacket fits perfectly. thanks",chat
T501164,O209289,open,Can I change the delivery address for O209289?,phone
T501165,O214716,Open,  RETURN REQUEST: item not as described  ,email
T501166,O209486,pending,"I want a refund for O209486, wrong size delivered",phone
T501167,O203777,pending,  RETURN REQUEST: item not as described  ,phone
T501168,O207481,open,"Order O207481 arrived damaged, the zip is broken",email
T501169,O224065,closed,"I want a refund for O224065, wrong size delivered",chat
T501170,O208257,closed,"the tent O208257 leaked on first use, very disappointed",email
T501171,,Open,"Cancel order O208854 please, ordered by mistake",phone
T501172,O205233,pending,"the tent O205233 leaked on first use, very disappointed",chat
T501173,O212799,pending,  RETURN REQUEST: item not as described  ,phone
T501174,O219686,pending,  RETURN REQUEST: item not as described  ,chat
T501175,O207254,Open,"the tent O207254 leaked on first use, very disappointed",email
T501176,O201593,Open,Can I change the delivery address for O201593?,email
T501177,O215828,closed,Where is my order O215828?? It is 2 weeks late!!!,email
T501178,O215734,closed,Can I change the delivery address for O215734?,chat
T501179,O214709,Open,"I want a refund for O214709, wrong size delivered",phone
T501180,O208859,closed,"the tent O208859 leaked on first use, very disappointed",chat
T501181,O209260,Open,"I want a refund for O209260, wrong size delivered",email
T501182,O216552,closed,"Great service, jacket fits perfectly. thanks",email
T501183,O223948,Open,Can I change the delivery address for O223948?,phone
T501184,O208945,closed,"Order O208945 arrived damaged, the zip is broken",email
T501185,,open,"Order O217306 arrived damaged, the zip is broken",email
T501186,O213750,pending,Can I change the delivery address for O213750?,email
T501187,O201842,open,"Order O201842 arrived damaged, the zip is broken",phone
T501188,,pending,Where is my order O209694?? It is 2 weeks late!!!,email
T501189,,Open,"Order O209476 arrived damaged, the zip is broken",chat
T501190,O223587,open,"Order O223587 arrived damaged, the zip is broken",phone
T501191,,closed,"Order O222292 arrived damaged, the zip is broken",email
T501192,O200066,Open,"Cancel order O200066 please, ordered by mistake",email
T501193,O201797,closed,"Order O201797 arrived damaged, the zip is broken",phone
T501194,O215932,pending,Where is my order O215932?? It is 2 weeks late!!!,phone
T501195,O217758,Open,"Order O217758 arrived damaged, the zip is broken",email
T501196,O209731,open,"Cancel order O209731 please, ordered by mistake",chat
T501197,O222712,open,"Order O222712 arrived damaged, the zip is broken",phone
T501198,O223182,open,  RETURN REQUEST: item not as described  ,email
T501199,O224914,open,  RETURN REQUEST: item not as described  ,email
T501200,O219618,open,Where is my order O219618?? It is 2 weeks late!!!,phone
T501201,O222867,pending,Where is my order O222867?? It is 2 weeks late!!!,phone
T501202,O208584,Open,"Cancel order O208584 please, ordered by mistake",chat
T501203,O216200,closed,"Great service, jacket fits perfectly. thanks",phone
T501204,O220908,pending,"Order O220908 arrived damaged, the zip is broken",phone
T501205,O208001,Open,  RETURN REQUEST: item not as described  ,phone
T501206,O219658,Open,"I want a refund for O219658, wrong size delivered",chat
T501207,O211861,pending,Can I change the delivery address for O211861?,chat
T501208,O222063,open,Can I change the delivery address for O222063?,phone
T501209,O202625,Open,Where is my order O202625?? It is 2 weeks late!!!,phone
T501210,O217268,closed,Can I change the delivery address for O217268?,chat
T501211,O220477,pending,"Great service, jacket fits perfectly. thanks",chat
T501212,,open,"Order O216605 arrived damaged, the zip is broken",email
T501213,,Open,"Order O225072 arrived damaged, the zip is broken",phone
T501214,O222865,pending,"Order O222865 arrived damaged, the zip is broken",email
T501215,O216740,open,Can I change the delivery address for O216740?,email
T501216,O211750,open,"Order O211750 arrived damaged, the zip is broken",email
T501217,O223201,closed,"the tent O223201 leaked on first use, very disappointed",chat
T501218,O216163,pending,"the tent O216163 leaked on first use, very disappointed",chat
T501219,,pending,  RETURN REQUEST: item not as described  ,chat
T501220,O214094,pending,"Great service, jacket fits perfectly. thanks",email
T501221,O218354,pending,Where is my order O218354?? It is 2 weeks late!!!,phone
