order_id,customer_id,order_date,channel,status
O205703,C12741,28 Aug 2024,Phone,delivered
O205704,C10180,2023-12-02,Retail Store,returned
O205705,C12552,27/03/2024,Online,delivered
O205706,C12458,07-09-2023,online,cancelled
O205707,C12661,01 Dec 2023,Phone,cancelled
O205708,C13155,2024-10-05,online,returned
O205709,C12704,02/12/2024,Phone,Delivered
O205710,C12847,12-07-2024,Marketplace,delivered
O205711,C10412,25 Jun 2024,marketplace,Delivered
O205712,C13678,2023-03-11,Phone,delivered
O205713,C10855,09/12/2023,Phone,delivered
O205714,C13030,06-19-2023,Marketplace,shipped
O205715,C12949,22 Jun 2024,Marketplace,delivered
O205716,C11935,2023-05-22,Online,returned
O205717,C11928,22/12/2024,Online,delivered
O205718,C13594,06-20-2023,Phone,delivered
O205719,C12520,16 Feb 2023,Online,delivered
O205720,C11034,2024-10-28,Online,delivered
O205721,C10226,27/06/2023,Online,shipped
O205722,C10538,01-22-2023,Online,delivered
O205723,C11545,12 Feb 2024,Retail Store,Delivered
O205724,C12666,2024-12-19,Online,delivered
O205725,C11752,23/08/2023,Online,delivered
O205726,C13049,11-25-2023,Phone,Delivered
O205727,C12769,28 Jul 2023,Online,delivered
O205728,C12838,2024-02-21,Online,processing
O205729,C13648,11/10/2023,Marketplace,shipped
O205730,C10321,03-21-2024,online,delivered
O205731,C12298,23 Dec 2023,online,shipped
O205732,C11367,2024-12-03,Retail Store,shipped
O205733,C13044,29/05/2024,online,processing
O205734,C13231,06-09-2024,marketplace,delivered
O205735,C12573,26 Dec 2023,marketplace,shipped
O205736,C12953,2023-09-24,Online,delivered
O205737,C13639,03/10/2023,Marketplace,delivered
O205738,C12225,01-05-2024,online,shipped
O205739,C13243,18 Jun 2023,Marketplace,Delivered
O205740,C10418,2023-04-27,Marketplace,shipped
O205741,C10989,11/11/2023,Retail Store,delivered
O205742,C13631,04-25-2023,Marketplace,delivered
O205743,C10889,22 Jul 2023,marketplace,Delivered
O205744,C10037,2024-02-01,marketplace,delivered
O205745,C13647,12/09/2024,Online,delivered
O205746,C11433,07-17-2023,Marketplace,delivered
O205747,C12389,13 Sep 2024,Retail Store,delivered
O205748,C13082,2023-01-14,Phone,delivered
O205749,C11798,30/12/2024,Retail Store,shipped
O205750,C10081,01-16-2024,online,Delivered
O205751,C12800,22 Dec 2023,marketplace,delivered
O205752,C12613,2024-05-12,Retail Store,delivered
O205753,C11126,22/12/2023,online,delivered
O205754,C12636,11-25-2023,Marketplace,returned
O205755,C13234,11 Nov 2023,Phone,delivered
O205756,C13928,2024-12-22,online,delivered
O205757,C12110,06/11/2024,Online,shipped
O205758,C10266,01-03-2024,Retail Store,delivered
O205759,C13483,22 Oct 2024,Retail Store,processing
O205760,C11736,2023-05-11,online,delivered
O205761,C12574,27/01/2024,Marketplace,delivered
O205762,C13550,12-12-2023,Online,processing
O205763,C11040,13 Oct 2023,Retail Store,returned
O205764,C10014,2024-11-29,Online,delivered
O205765,C13861,19/10/2024,Phone,delivered
O205766,C10644,11-24-2024,Marketplace,returned
O205767,C11609,29 Apr 2024,Marketplace,delivered
O205768,C13160,2023-11-12,Marketplace,cancelled
O205769,C13063,13/08/2024,marketplace,delivered
O205770,C10660,04-06-2023,marketplace,cancelled
O205771,C11022,03 Nov 2024,Phone,shipped
O205772,C12754,2023-01-26,Marketplace,cancelled
O205773,C11668,06/10/2024,Online,delivered
O205774,C99008,06-28-2024,Retail Store,processing
O205775,C12953,19 Mar 2023,Retail Store,delivered
O205776,C13441,2023-05-09,Phone,delivered
O205777,C12785,13/12/2023,Retail Store,shipped
O205778,C10691,09-21-2023,Phone,delivered
O205779,C13755,09 Nov 2024,marketplace,delivered
O205780,C12251,2023-06-19,Retail Store,shipped
O205781,C13191,29/11/2023,Phone,shipped
O205782,C12450,08-17-2023,Retail Store,Delivered
O205783,C11296,22 Apr 2023,Retail Store,delivered
O205784,C12602,2023-08-17,Online,delivered
O205785,C13453,06/11/2024,Online,delivered
O205786,C13300,07-08-2024,Marketplace,shipped
O205787,C13684,27 Nov 2024,marketplace,delivered
O205788,C10217,2023-11-24,Phone,cancelled
O205789,C13816,30/07/2023,marketplace,processing
O205790,C11308,01-23-2023,Retail Store,returned
O205791,C13601,30 Dec 2023,online,delivered
O205792,C12109,2023-02-04,Retail Store,delivered
O205793,C12781,04/01/2023,online,delivered
O205794,C13128,04-02-2024,Marketplace,Delivered
O205795,C13183,25 May 2023,Online,cancelled
O205796,C11279,2024-02-23,marketplace,cancelled
O205797,C12591,06/03/2024,Online,delivered
O205798,C12258,07-15-2024,Retail Store,delivered
O205799,C11278,15 Nov 2023,online,Delivered
O205800,C10151,2024-06-29,Marketplace,delivered
O205801,C13264,08/11/2023,marketplace,shipped
O205802,C11690,03-27-2023,Retail Store,shipped
O205803,C10910,30 Sep 2023,online,shipped
O205804,C11347,2023-01-07,Phone,delivered
O205805,C11725,17/12/2023,Phone,shipped
O205806,C13982,07-30-2024,Phone,delivered
O205807,C11374,07 Sep 2024,Retail Store,delivered
O205808,C10533,2023-07-23,Online,shipped
O205809,C10688,03/04/2023,marketplace,delivered
O205810,C13674,06-12-2023,online,returned
O205811,C13195,25 Dec 2024,online,delivered
O205812,C10014,2023-10-01,marketplace,cancelled
O205813,C11887,03/12/2023,Online,returned
O205814,C11077,03-08-2023,Phone,delivered
O205815,C12107,11 Sep 2024,online,delivered
O205816,C12400,2023-12-11,online,delivered
O205817,C12008,18/03/2023,Marketplace,shipped
O205818,C11948,12-21-2023,marketplace,delivered
O205819,C12757,06 Jul 2024,Marketplace,returned
O205820,C12847,2023-12-21,Marketplace,Delivered
O205821,C10703,19/12/2024,Marketplace,shipped
O205822,C12746,11-10-2024,Retail Store,shipped
O205823,C12003,14 Jan 2024,Retail Store,shipped
O205824,C11635,2024-12-08,Online,delivered
O205825,C11040,30/09/2024,Marketplace,shipped
O205826,C12213,11-09-2023,Retail Store,shipped
O205827,C13886,26 Aug 2024,Phone,Delivered
O205828,C11865,2024-01-06,Phone,cancelled
O205829,C10240,04/02/2024,Online,delivered
O205830,C10973,01-19-2024,Marketplace,Delivered
O205831,C13713,23 Sep 2024,Online,delivered
O205832,C13208,2024-11-29,Retail Store,shipped
O205833,C10239,08/10/2023,Retail Store,returned
O205834,C13221,05-05-2024,online,Delivered
O205835,C10437,23 Apr 2024,marketplace,delivered
O205836,C11201,2024-11-17,Online,delivered
O205837,C13625,11/12/2023,Phone,returned
O205838,C12592,06-17-2023,Phone,delivered
O205839,C12591,28 Jun 2023,marketplace,returned
O205840,C10858,2023-02-14,Phone,cancelled
O205841,C11297,30/03/2023,online,delivered
O205842,C10372,09-22-2023,Marketplace,returned
O205843,C12353,01 Apr 2023,marketplace,shipped
O205844,C11944,2024-11-10,Retail Store,returned
O205845,C10664,07/11/2023,online,delivered
O205846,C11167,11-09-2023,Retail Store,shipped
O205847,C10259,14 Aug 2024,Online,delivered
O205848,C10255,2023-09-22,Marketplace,delivered
O205849,C10196,08/07/2024,Online,delivered
O205850,C11291,10-10-2024,online,Delivered
O205851,C11080,06 Nov 2023,Phone,delivered
O205852,C10753,2023-12-23,Online,returned
O205853,C10717,10/10/2023,marketplace,delivered
O205854,C13797,12-01-2023,online,Delivered
O205855,C11613,12 Mar 2024,Online,processing
O205856,C12075,2023-11-02,Marketplace,delivered
O205857,C13506,17/12/2023,online,delivered
O205858,C13990,12-30-2023,marketplace,delivered
O205859,C11514,22 Jan 2023,Phone,processing
O205860,C13073,2023-05-24,marketplace,processing
O205861,C11594,06/02/2024,marketplace,shipped
O205862,C11073,01-03-2023,Marketplace,shipped
O205863,C10483,28 Jun 2024,online,delivered
O205864,C11393,2024-11-24,Retail Store,delivered
O205865,C13954,11/08/2024,Phone,Delivered
O205866,C10677,10-03-2023,Marketplace,delivered
O205867,C10580,12 Dec 2023,Marketplace,cancelled
O205868,C11023,2024-05-12,Marketplace,returned
O205869,C11353,08/06/2024,Marketplace,cancelled
O205870,C11526,12-22-2024,Online,delivered
O205871,C13782,29 Dec 2023,Marketplace,delivered
O205872,C13720,2023-08-07,Online,processing
O205873,C11819,07/11/2023,marketplace,delivered
O205874,C13548,12-01-2024,Phone,delivered
O205875,C11352,27 Apr 2024,online,delivered
O205876,C11577,2024-11-07,online,delivered
O205877,C12860,16/07/2024,Online,delivered
O205878,C13471,12-18-2024,online,delivered
O205879,C10132,02 Jan 2024,Marketplace,Delivered
O205880,C12352,2024-12-12,online,delivered
O205881,C11284,16/11/2024,Retail Store,delivered
O205882,C11564,10-28-2024,marketplace,shipped
O205883,C12320,07 Dec 2024,marketplace,delivered
O205884,C12052,2024-01-23,Online,delivered
O205885,C13964,01/08/2024,Phone,shipped
O205886,C11767,02-18-2024,Phone,shipped
O205887,C13870,31 Aug 2024,Marketplace,delivered
O205888,C12716,2024-08-19,marketplace,delivered
O205889,C12504,15/08/2024,Marketplace,returned
O205890,C12139,12-03-2023,Retail Store,delivered
O205891,C11360,17 Sep 2024,Marketplace,delivered
O205892,C12346,2024-11-12,Phone,delivered
O205893,C12200,30/04/2024,Online,Delivered
O205894,C10425,12-14-2023,marketplace,Delivered
O205895,C13735,03 Nov 2024,Retail Store,returned
O205896,C13548,2024-09-01,Phone,Delivered
O205897,C12668,20/12/2023,Marketplace,delivered
O205898,C12677,03-11-2024,Online,shipped
O205899,C10596,12 Jun 2024,Marketplace,delivered
O205900,C12387,2024-06-15,Phone,returned
O205901,C13886,01/10/2023,marketplace,delivered
O205902,C10492,09-15-2023,marketplace,delivered
O205903,C13608,17 Nov 2024,Online,processing
O205904,C11405,2024-12-07,Phone,shipped
O205905,C10867,23/11/2023,Marketplace,delivered
O205906,C13607,11-27-2024,marketplace,shipped
O205907,C12627,20 Dec 2023,Phone,delivered
O205908,C13206,2023-05-27,Phone,delivered
O205909,C13512,23/07/2024,Marketplace,delivered
O205910,C10043,02-10-2023,Marketplace,processing
O205911,C10882,10 Apr 2023,Online,Delivered
O205912,C10945,2024-12-08,Online,delivered
O205913,C13694,16/01/2024,Marketplace,Delivered
O205914,C12104,08-22-2023,Phone,returned
O205915,C10720,24 Dec 2023,Phone,Delivered
O205916,C12793,2024-03-10,Phone,delivered
O205917,C11428,02/05/2024,Online,processing
O205918,C12309,11-01-2023,Retail Store,returned
O205919,C13772,17 Nov 2023,Marketplace,delivered
O205920,C11079,2024-02-14,Marketplace,cancelled
O205921,C13786,21/04/2024,Retail Store,delivered
O205922,C12970,11-30-2024,Phone,delivered
O205923,C10093,19 Nov 2023,online,delivered
O205924,C11578,2024-11-11,Phone,returned
O205925,C13465,29/12/2024,Retail Store,shipped
O205926,C13426,10-25-2023,Marketplace,processing
O205927,C12774,24 Jan 2023,Retail Store,shipped
O205928,C12762,2024-04-02,Retail Store,shipped
O205929,C13486,23/11/2024,Marketplace,cancelled
O205930,C10568,02-16-2023,Marketplace,delivered
O205931,C11847,23 Jun 2023,marketplace,shipped
O205932,C11404,2024-06-04,Online,delivered
O205933,C13926,29/09/2024,Online,delivered
O205934,C13067,03-18-2023,Retail Store,delivered
O205935,C12992,07 Nov 2023,online,shipped
O205936,C10381,2023-07-29,marketplace,returned
O205937,C13037,17/12/2024,Marketplace,delivered
O205938,C13344,06-09-2024,Online,returned
O205939,C11707,22 Dec 2023,Online,shipped
O205940,C13453,2024-11-07,Phone,Delivered
O205941,C11569,03/02/2024,Marketplace,shipped
O205942,C12613,11-26-2024,Phone,delivered
O205943,C10822,29 Jul 2023,Marketplace,delivered
O205944,C12044,2023-01-24,Retail Store,delivered
O205945,C10232,03/12/2023,Retail Store,delivered
O205946,C10476,06-29-2023,marketplace,delivered
O205947,C13605,22 Oct 2024,Phone,delivered
O205948,C12805,2024-01-30,Retail Store,shipped
O205949,C12362,11/09/2023,Retail Store,Delivered
O205950,C11618,08-28-2024,Retail Store,shipped
O205951,C12232,25 Jan 2024,Phone,delivered
O205952,C12824,2024-01-04,Online,delivered
O205953,C11352,08/06/2023,online,returned
O205954,C11294,12-29-2024,marketplace,cancelled
O205955,C12958,19 May 2024,Phone,shipped
O205956,C12160,2024-11-03,online,Delivered
O205957,C11627,16/08/2024,Marketplace,returned
O205958,C11788,01-04-2024,online,delivered
O205959,C13237,09 Jan 2023,Phone,delivered
O205960,C12070,2024-05-26,Online,shipped
O205961,C10319,30/03/2023,Marketplace,delivered
O205962,C13315,12-16-2024,Marketplace,delivered
O205963,C10989,07 Aug 2023,Phone,returned
O205964,C10295,2023-11-09,Marketplace,delivered
O205965,C11133,15/02/2024,Retail Store,shipped
O205966,C10476,01-03-2024,Retail Store,delivered
O205967,C10093,16 May 2024,Marketplace,delivered
O205968,C12797,2024-09-06,Phone,delivered
O205969,C12653,14/08/2024,Online,delivered
O205970,C11232,11-25-2024,marketplace,delivered
O205971,C12806,20 Dec 2023,Marketplace,shipped
O205972,C10151,2024-01-31,online,delivered
O205973,C11653,11/11/2024,Retail Store,delivered
O205974,C12302,09-05-2023,Marketplace,delivered
O205975,C13181,05 Aug 2023,marketplace,delivered
O205976,C11092,2023-01-08,Phone,delivered
O205977,C13814,28/07/2024,Retail Store,delivered
O205978,C11490,06-14-2024,marketplace,shipped
O205979,C12946,01 Sep 2023,Marketplace,shipped
O205980,C10718,2023-04-24,marketplace,delivered
O205981,C12693,07/02/2023,Phone,delivered
O205982,C12245,12-27-2023,Online,delivered
O205983,C11798,19 Jun 2023,Phone,shipped
O205984,C11014,2024-09-15,online,Delivered
O205985,C12213,12/12/2024,Phone,delivered
O205986,C11643,08-31-2024,Retail Store,shipped
O205987,C11152,02 Nov 2024,online,delivered
O205988,C12102,2024-12-28,Online,delivered
O205989,C10976,30/07/2024,Phone,delivered
O205990,C12616,02-29-2024,marketplace,delivered
O205991,C10104,29 Sep 2024,Retail Store,delivered
O205992,C10977,2024-02-26,Phone,Delivered
O205993,C11923,05/12/2023,Phone,delivered
O205994,C10510,01-29-2023,online,delivered
O205995,C10900,05 May 2024,Marketplace,delivered
O205996,C11698,2024-11-21,Marketplace,shipped
O205997,C11869,19/06/2024,marketplace,delivered
O205998,C11364,11-24-2023,Marketplace,shipped
O205999,C13249,13 Apr 2024,online,processing
O206000,C12044,2024-10-02,online,Delivered
O206001,C11468,20/08/2024,online,shipped
O206002,C12054,12-28-2023,Retail Store,cancelled
O206003,C11287,07 Nov 2023,Marketplace,cancelled
O206004,C10203,2023-11-21,Phone,delivered
O206005,C11787,25/11/2024,Online,delivered
O206006,C11449,05-29-2023,Retail Store,delivered
O206007,C11981,07 Nov 2024,Marketplace,delivered
O206008,C12058,2023-06-21,Retail Store,delivered
O206009,C11090,24/12/2024,Online,returned
O206010,C11818,12-11-2023,marketplace,shipped
O206011,C12399,24 Jul 2024,online,delivered
O206012,C10966,2024-07-20,marketplace,delivered
O206013,C10115,27/08/2024,online,Delivered
O206014,C10741,09-11-2024,marketplace,delivered
O206015,C11944,04 Feb 2023,online,delivered
O206016,C12763,2023-08-28,Marketplace,cancelled
O206017,C12596,21/07/2023,Online,returned
O206018,C13096,06-23-2024,online,delivered
O206019,C11865,10 Jun 2024,marketplace,Delivered
O206020,C13511,2023-09-18,online,delivered
O206021,C13913,15/09/2024,Retail Store,processing
O206022,C10069,10-01-2023,Retail Store,delivered
O206023,C10620,29 Oct 2023,online,delivered
O206024,C11596,2023-11-21,Marketplace,delivered
O206025,C11812,03/08/2024,online,delivered
O206026,C10823,01-11-2023,Marketplace,delivered
O206027,C11167,24 Nov 2024,marketplace,delivered
O206028,C10179,2024-06-17,marketplace,Delivered
O206029,C13612,17/03/2024,online,shipped
O206030,C13147,07-28-2023,marketplace,delivered
O206031,C10718,08 Sep 2024,marketplace,delivered
O206032,C11602,2024-11-11,Marketplace,delivered
O206033,C12085,02/01/2024,marketplace,delivered
O206034,C11785,09-14-2023,Retail Store,delivered
O206035,C11697,14 Nov 2023,Online,Delivered
O206036,C12209,2023-11-28,Marketplace,shipped
O206037,C13668,26/09/2023,Phone,processing
O206038,C12101,07-05-2024,Retail Store,processing
O206039,C12230,28 Oct 2023,Marketplace,delivered
O206040,C11038,2024-10-09,marketplace,shipped
O206041,C11862,17/12/2023,Phone,shipped
O206042,C12700,04-23-2024,Retail Store,cancelled
O206043,C12346,11 Dec 2024,online,delivered
O206044,C11945,2023-12-10,Marketplace,delivered
O206045,C12845,30/05/2023,marketplace,delivered
O206046,C10872,02-14-2024,marketplace,delivered
O206047,C10127,31 Dec 2023,Marketplace,shipped
O206048,C11247,2024-09-05,Phone,cancelled
O206049,C10987,06/11/2024,online,delivered
O206050,C13652,07-06-2024,online,delivered
O206051,C10942,20 Dec 2024,Phone,delivered
O206052,C13644,2023-08-25,online,delivered
O206053,C11662,29/07/2023,marketplace,delivered
O206054,C12859,09-13-2023,online,delivered
O206055,C12305,30 May 2024,marketplace,delivered
O206056,C10021,2023-07-23,Phone,shipped
O206057,C13663,19/03/2023,Phone,delivered
O206058,C11901,12-22-2024,Marketplace,delivered
O206059,C12263,04 Oct 2023,online,shipped
O206060,C11055,2023-07-15,Retail Store,Delivered
O206061,C10725,05/11/2023,marketplace,delivered
O206062,C10155,05-20-2023,Marketplace,shipped
O206063,C12103,01 Feb 2023,online,delivered
O206064,C11251,2023-09-25,Marketplace,delivered
O206065,C11714,24/10/2023,Phone,processing
O206066,C13927,09-30-2024,Online,cancelled
O206067,C12582,06 Dec 2023,Marketplace,delivered
O206068,C12948,2024-07-27,Marketplace,delivered
O206069,C12547,26/07/2024,Phone,delivered
O206070,C10699,09-11-2024,online,Delivered
O206071,C12640,29 Nov 2024,online,delivered
O206072,C13548,2023-12-31,Retail Store,delivered
O206073,C13989,02/04/2023,online,delivered
O206074,C10189,02-04-2023,Phone,returned
O206075,C10110,14 Jun 2023,marketplace,delivered
O206076,C13915,2024-10-16,Retail Store,returned
O206077,C13048,06/03/2024,Retail Store,delivered
O206078,C10064,05-04-2023,Online,delivered
O206079,C13419,27 Apr 2023,Online,cancelled
O206080,C13763,2024-11-18,Marketplace,delivered
O206081,C10980,19/01/2024,Marketplace,shipped
O206082,C10854,05-31-2023,marketplace,delivered
O206083,C13029,20 Nov 2024,Online,delivered
O206084,C11210,2024-07-13,Online,shipped
O206085,C10419,23/12/2023,Marketplace,delivered
O206086,C12780,12-18-2023,Online,shipped
O206087,C12170,01 Jun 2024,Phone,delivered
O206088,C11107,2023-10-24,Retail Store,cancelled
O206089,C11289,31/12/2024,Marketplace,delivered
O206090,C11877,09-07-2024,marketplace,delivered
O206091,C10911,04 May 2024,Marketplace,delivered
O206092,C10208,2024-06-14,Online,cancelled
O206093,C12588,30/12/2024,online,cancelled
O206094,C11170,01-10-2023,Retail Store,delivered
O206095,C11610,21 Jan 2023,Online,delivered
O206096,C11238,2024-09-07,Marketplace,delivered
O206097,C10664,03/07/2023,Online,shipped
O206098,C12174,06-12-2024,Online,delivered
O206099,C12426,04 Jan 2024,marketplace,processing
O206100,C12003,2023-10-07,Online,Delivered
O206101,C12027,23/07/2023,Online,delivered
O206102,C12859,08-31-2024,Retail Store,Delivered
O206103,C10168,31 May 2023,Phone,returned
O206104,C13095,2023-05-20,online,delivered
O206105,C13283,09/12/2023,Retail Store,delivered
O206106,C10607,04-15-2023,marketplace,shipped
O206107,C13946,04 May 2024,Phone,delivered
O206108,C11826,2024-12-28,online,delivered
O206109,C11369,06/08/2024,Online,delivered
O206110,C11186,03-31-2024,online,shipped
O206111,C13949,20 Nov 2023,marketplace,cancelled
O206112,C12196,2024-12-27,Retail Store,cancelled
O206113,C13983,14/11/2024,Phone,delivered
O206114,C12866,10-08-2024,Retail Store,delivered
O206115,C11857,22 Jul 2023,Retail Store,returned
O206116,C10115,2023-04-19,marketplace,Delivered
O206117,C13682,06/06/2023,Phone,delivered
O206118,C10910,08-16-2023,marketplace,Delivered
O206119,C13129,13 Mar 2023,online,shipped
O206120,C10511,2024-11-17,online,shipped
O206121,C13337,12/06/2023,Online,delivered
O206122,C10108,07-18-2023,Marketplace,Delivered
O206123,C10490,17 Nov 2024,Phone,delivered
O206124,C11188,2024-12-15,online,returned
O206125,C13121,14/07/2023,online,cancelled
O206126,C13988,09-16-2023,Phone,returned
O206127,C10946,21 Sep 2024,Online,delivered
O206128,C12305,2024-12-20,online,delivered
O206129,C12989,11/05/2024,Retail Store,Delivered
O206130,C13562,12-09-2023,Phone,delivered
O206131,C10943,02 Jun 2024,Phone,delivered
O206132,C10445,2024-09-03,Phone,shipped
O206133,C13135,09/04/2023,Phone,delivered
O206134,C10134,12-06-2023,Online,delivered
O206135,C13575,04 Nov 2024,Online,cancelled
O206136,C11608,2024-06-29,Phone,delivered
O206137,C12006,15/05/2023,Retail Store,returned
O206138,C11984,08-12-2024,Online,Delivered
O206139,C11732,27 May 2024,Marketplace,Delivered
O206140,C10049,2023-08-21,Phone,delivered
O206141,C10582,29/10/2023,marketplace,delivered
O206142,C11412,10-03-2023,Retail Store,returned
O206143,C10943,29 Dec 2024,online,shipped
O206144,C13264,2023-06-11,marketplace,delivered
O206145,C13968,16/10/2024,Online,delivered
O206146,C10823,01-28-2024,Online,delivered
O206147,C12923,14 Nov 2024,marketplace,shipped
O206148,C12024,2024-12-24,online,delivered
O206149,C13076,16/12/2024,Online,delivered
O206150,C13052,11-03-2024,Phone,cancelled
O206151,C13256,27 Nov 2023,Marketplace,delivered
O206152,C13848,2023-08-27,marketplace,delivered
O206153,C12334,08/10/2023,marketplace,delivered
O206154,C13696,05-14-2024,marketplace,shipped
O206155,C11764,28 Oct 2023,marketplace,delivered
O206156,C10193,2023-12-06,marketplace,returned
O206157,C11392,11/03/2023,Marketplace,delivered
O206158,C12770,08-26-2024,Online,delivered
O206159,C10109,08 Apr 2023,marketplace,delivered
O206160,C13308,2023-10-23,Retail Store,shipped
O206161,C13238,20/03/2024,Marketplace,delivered
O206162,C10929,01-28-2024,online,delivered
O206163,C13459,19 Nov 2024,marketplace,delivered
O206164,C13102,2024-05-19,marketplace,delivered
O206165,C11371,11/09/2024,Marketplace,delivered
O206166,C13699,09-24-2023,online,delivered
O206167,C12060,27 Apr 2023,Retail Store,delivered
O206168,C11786,2024-08-02,online,cancelled
O206169,C12312,15/05/2023,Marketplace,delivered
O206170,C13942,10-20-2024,Online,shipped
O206171,C12629,09 Dec 2024,Retail Store,Delivered
O206172,C12054,2023-09-06,Phone,delivered
O206173,C12599,17/08/2024,online,processing
O206174,C12945,12-07-2023,Retail Store,delivered
O206175,C10786,20 Sep 2023,Retail Store,returned
O206176,C12122,2023-12-04,Phone,returned
O206177,C12746,09/05/2024,Phone,delivered
O206178,C10768,12-27-2024,Phone,delivered
O206179,C13010,21 Sep 2023,Marketplace,delivered
O206180,C10042,2024-06-30,Retail Store,Delivered
O206181,C10069,21/10/2023,marketplace,delivered
O206182,C11566,08-09-2023,Online,cancelled
O206183,C12471,26 Apr 2024,Marketplace,processing
O206184,C10474,2024-08-17,online,delivered
O206185,C11666,10/07/2024,Retail Store,delivered
O206186,C10742,12-08-2024,Marketplace,processing
O206187,C13540,05 Apr 2023,Retail Store,delivered
O206188,C12933,2024-02-06,online,delivered
O206189,C13774,13/09/2023,online,Delivered
O206190,C11486,10-05-2024,Retail Store,shipped
O206191,C12334,24 Feb 2023,Online,delivered
O206192,C11434,2023-06-04,Phone,delivered
O206193,C11598,27/08/2024,Phone,Delivered
O206194,C12189,11-04-2023,marketplace,delivered
O206195,C13752,09 Jun 2024,online,delivered
O206196,C13485,2024-12-31,marketplace,delivered
O206197,C11079,16/12/2023,Marketplace,delivered
O206198,C11233,01-30-2024,online,delivered
O206199,C11970,22 Dec 2024,Retail Store,Delivered
O206200,C13039,2024-08-04,Online,Delivered
O206201,C11412,22/06/2023,Online,delivered
O206202,C10266,09-24-2024,Retail Store,delivered
O206203,C10614,15 Jan 2024,Online,Delivered
O206204,C11597,2024-09-09,Phone,delivered
O206205,C13577,28/03/2024,Phone,shipped
O206206,C12776,07-19-2023,online,returned
O206207,C11001,03 Oct 2024,Retail Store,delivered
O206208,C12370,2023-01-02,marketplace,shipped
O206209,C13181,17/11/2024,online,delivered
O206210,C11119,10-07-2024,marketplace,Delivered
O206211,C13012,20 Dec 2024,Online,returned
O206212,C12576,2023-02-01,Marketplace,returned
O206213,C12667,07/12/2023,Online,delivered
O206214,C10532,05-29-2023,marketplace,cancelled
O206215,C10435,12 Nov 2023,marketplace,delivered
O206216,C11822,2023-11-06,Retail Store,Delivered
O206217,C11602,27/03/2024,Phone,delivered
O206218,C11230,12-07-2023,Marketplace,Delivered
O206219,C13707,18 Dec 2024,online,delivered
O206220,C10986,2023-09-02,Marketplace,cancelled
O206221,C11463,29/11/2023,Retail Store,delivered
O206222,C10193,06-25-2024,marketplace,delivered
O206223,C10081,31 Aug 2023,Marketplace,delivered
O206224,C11306,2024-07-15,marketplace,delivered
O206225,C12902,02/07/2024,online,delivered
O206226,C12384,07-06-2024,Online,delivered
O206227,C12750,03 Jun 2024,Retail Store,delivered
O206228,C13004,2024-10-06,Online,returned
O206229,C12320,29/12/2024,Retail Store,delivered
O206230,C11790,02-18-2023,Retail Store,cancelled
O206231,C11451,31 Dec 2023,Marketplace,Delivered
O206232,C10158,2024-10-02,marketplace,delivered
O206233,C11291,01/01/2023,Phone,delivered
O206234,C11994,02-10-2024,Online,cancelled
O206235,C10918,20 May 2024,Retail Store,Delivered
O206236,C10570,2023-06-18,marketplace,delivered
O206237,C12366,22/11/2023,online,delivered
O206238,C11929,09-11-2024,Phone,shipped
O206239,C13984,28 Feb 2023,Marketplace,cancelled
O206240,C13278,2023-04-29,Retail Store,shipped
O206241,C13133,06/10/2024,Online,delivered
O206242,C11993,09-28-2024,Marketplace,delivered
O206243,C12619,20 Mar 2024,Online,delivered
O206244,C13538,2023-11-28,online,delivered
O206245,C12278,03/04/2023,Retail Store,delivered
O206246,C11015,09-30-2024,Online,Delivered
O206247,C12821,01 Aug 2023,Online,shipped
O206248,C10478,2024-11-27,Phone,Delivered
O206249,C12007,30/08/2024,Retail Store,delivered
O206250,C13419,03-12-2023,Online,delivered
O206251,C13389,29 Apr 2024,online,delivered
O206252,C13097,2024-11-30,Marketplace,delivered
O206253,C12327,13/11/2024,Phone,delivered
O206254,C11391,04-09-2024,Retail Store,delivered
O206255,C10989,31 May 2023,online,delivered
O206256,C11997,2024-06-07,Retail Store,delivered
O206257,C12253,26/05/2024,marketplace,delivered
O206258,C99038,03-19-2024,Online,delivered
O206259,C10981,22 Aug 2023,Marketplace,Delivered
O206260,C13075,2024-11-22,Retail Store,shipped
O206261,C12142,03/01/2024,Phone,delivered
O206262,C11936,09-18-2023,Retail Store,processing
O206263,C13218,13 Aug 2023,Marketplace,delivered
O206264,C13879,2023-09-04,marketplace,delivered
O206265,C12910,16/12/2023,marketplace,cancelled
O206266,C13121,07-22-2023,Online,delivered
O206267,C11081,16 Jan 2024,Retail Store,delivered
O206268,C13440,2023-06-18,Online,delivered
O206269,C12917,26/08/2023,Online,delivered
O206270,C12246,04-16-2023,Retail Store,returned
O206271,C10495,05 Nov 2023,Retail Store,cancelled
O206272,C12084,2023-11-25,marketplace,returned
O206273,C12581,24/11/2023,marketplace,delivered
O206274,C10797,07-16-2024,Phone,delivered
O206275,C11259,25 Dec 2023,online,delivered
O206276,C13131,2024-06-18,Marketplace,shipped
O206277,C12468,29/01/2023,Online,delivered
O206278,C10951,12-07-2023,Retail Store,delivered
O206279,C13449,20 Mar 2023,Online,delivered
O206280,C13378,2023-12-17,Phone,processing
O206281,C10535,11/04/2024,Marketplace,cancelled
O206282,C10263,09-17-2024,Online,shipped
O206283,C12785,14 Feb 2024,Retail Store,shipped
O206284,C10293,2023-11-14,marketplace,cancelled
O206285,C12733,20/08/2023,marketplace,delivered
O206286,C12157,12-15-2024,marketplace,delivered
