order_id,product_id,quantity,unit_price,discount
O203343,P1028,2,66.26,0.0
O203344,P1119,2,383.32,0.15
O203345,P1060,1,,0.0
O203345,P1073,5,142.45,0.05
O203345,P1037,4,41.82,0.2
O203345,P1089,3,17.98,0.15
O203346,P1103,1,27.86,0.15
O203346,P1084,1,291.47,0.0
O203347,P1041,2,325.82,0.2
O203347,P1081,1,286.18,0.0
O203347,P1016,2,157.28,0.05
O203347,P1081,1,286.18,0.15
O203348,P1090,5,270.64,0.15
O203348,P1056,5,346.79,0.05
O203348,P1109,3,323.91,0.1
O203349,P1024,5,18.18,0.2
O203349,P1008,4,35.53,0.15
O203350,P1091,3,325.59,0.05
O203350,P1037,5,41.82,0.2
O203350,P1003,3,313.52,0.0
O203350,P1100,5,45.05,0.0
O203351,P1048,5,65.04,0.1
O203351,P1081,3,286.18,0.0
O203351,P1032,5,172.32,0.0
O203351,P1056,1,346.79,0.2
O203352,P1076,2,537.15,0.15
O203352,P1063,2,206.06,0.0
O203352,P1044,2,311.76,0.0
O203353,P1093,2,279.47,0.0
O203354,P1007,1,111.0,0.0
O203355,P1036,5,134.12,0.2
O203356,P1001,5,285.94,0.05
O203356,P1031,4,344.47,0.0
O203356,P1037,3,41.82,0.0
O203357,P1040,2,365.39,0.0
O203357,P1021,1,259.91,0.0
O203357,P1093,3,279.47,0.15
O203358,P1035,5,344.78,0.2
O203359,P1009,1,177.77,0.1
O203359,P1033,2,224.24,0.05
O203359,P1055,1,478.95,0.0
O203359,P1063,1,206.06,0.0
O203360,P1038,4,89.11,0.05
O203360,P1007,5,111.0,0.1
O203360,P1093,2,279.47,0.0
O203360,P1022,2,379.38,0.0
O203361,P1011,3,164.37,0.0
O203361,P1107,3,344.9,0.0
O203361,P1098,4,425.57,0.05
O203362,P1065,4,294.77,0.15
O203362,P1083,5,206.92,0.0
O203362,P1075,2,31.36,0.05
O203362,P1054,2,123.08,0.1
O203363,P1107,4,344.9,0.2
O203364,P1002,5,271.82,0.0
O203364,P1050,5,167.02,0.0
O203364,P1067,5,76.41,0.0
O203364,P1069,1,264.66,0.0
O203365,P1014,2,32.87,0.1
O203365,P1064,2,37.82,0.0
O203366,P1002,4,271.82,0.0
O203366,P1028,1,66.26,0.0
O203366,P1064,3,37.82,0.2
O203367,P1051,4,101.13,0.1
O203367,P1008,4,35.53,0.15
O203367,P1076,5,537.15,0.0
O203368,P1076,2,537.15,0.0
O203368,P1087,3,191.19,0.0
O203368,P1036,1,134.12,0.0
O203369,P1109,4,323.91,0.0
O203370,P1064,5,37.82,0.2
O203370,P1096,4,124.77,0.0
O203371,P1098,2,425.57,0.2
O203371,P1050,5,167.02,0.0
O203372,P1084,1,291.47,0.2
O203372,P1016,4,157.28,0.05
O203372,P1039,2,414.64,0.2
O203373,P1055,1,478.95,0.0
O203373,P1046,5,148.16,0.0
O203374,P1108,4,160.48,0.2
O203374,P1076,5,537.15,0.2
O203375,P1062,3,44.7,0.0
O203375,P1020,5,370.34,0.0
O203375,P1040,2,365.39,0.05
O203376,P1063,3,206.06,0.05
O203376,P1021,3,259.91,0.15
O203377,P1113,3,317.66,0.0
O203377,P1052,4,,0.15
O203377,P1089,1,17.98,0.05
O203378,P1083,5,206.92,0.0
O203378,P1054,4,123.08,0.0
O203378,P1085,5,105.41,0.15
O203379,P1053,2,292.24,0.0
O203379,P1065,1,294.77,0.0
O203379,P1016,5,157.28,0.15
O203379,P1102,5,98.36,0.0
O203380,P1024,4,18.18,0.1
O203380,P1106,1,270.17,0.0
O203380,P1070,1,102.15,0.15
O203380,P1063,1,206.06,0.2
O203381,P1104,1,276.35,0.0
O203381,P1002,5,271.82,0.1
O203382,P1050,5,167.02,0.15
O203383,P1016,3,157.28,0.0
O203383,P1036,5,,0.15
O203383,P1049,2,308.64,0.1
O203384,P1064,4,37.82,0.15
O203384,P1022,1,379.38,0.1
O203384,P1071,4,533.7,0.0
O203385,P1109,4,323.91,0.15
O203385,P1074,1,230.73,0.1
O203386,P1044,5,311.76,0.2
O203386,P1043,1,584.45,0.0
O203386,P1106,4,270.17,0.15
O203386,P1036,2,134.12,0.0
O203387,P1105,5,171.79,0.1
O203388,P1066,1,174.9,0.0
O203389,P1019,4,319.54,0.05
O203389,P1075,5,31.36,0.0
O203389,P1070,5,102.15,0.2
O203389,P1105,3,171.79,0.0
O203390,P1114,5,110.73,0.0
O203390,P1010,5,145.04,0.0
O203390,P1051,2,101.13,0.05
O203390,P1063,1,206.06,0.1
O203391,P1034,2,172.72,0.15
O203392,P1071,4,533.7,0.0
O203392,P1055,4,478.95,0.0
O203392,P1080,3,178.39,0.05
O203393,P1013,1,147.66,0.05
O203393,P1116,5,277.81,0.1
O203394,P1023,3,69.5,0.0
O203394,P1104,5,276.35,0.0
O203394,P1022,1,379.38,0.1
O203394,P1010,4,145.04,0.0
O203395,P1088,1,157.81,0.0
O203395,P1113,5,317.66,0.0
O203395,P1100,4,45.05,0.2
O203396,P1035,2,344.78,0.2
O203396,P1112,5,167.78,0.0
O203396,P1008,4,,0.0
O203397,P1046,2,148.16,0.1
O203397,P1096,5,124.77,0.0
O203397,P1099,2,443.03,0.05
O203397,P1095,4,293.66,0.0
O203398,P1062,2,44.7,0.05
O203398,P1005,5,291.63,0.2
O203398,P1100,4,45.05,0.0
O203398,P1099,1,443.03,0.05
O203399,P1090,3,270.64,0.0
O203400,P1027,3,248.78,0.2
O203400,P1048,4,65.04,0.1
O203400,P1038,3,89.11,0.1
O203400,P1061,5,366.69,0.1
O203401,P1106,5,270.17,0.05
O203401,P1079,2,57.01,0.0
O203402,P1066,5,174.9,0.0
O203402,P1099,2,443.03,0.0
O203402,P1119,5,383.32,0.0
O203402,P1061,1,366.69,0.0
O203403,P1110,5,178.83,0.0
O203403,P1057,2,401.11,0.0
O203404,P1106,5,270.17,0.1
O203404,P1116,1,277.81,0.0
O203404,P1112,4,167.78,0.05
O203404,P1035,5,344.78,0.15
O203405,P1073,2,142.45,0.15
O203405,P1039,4,414.64,0.2
O203405,P1020,5,370.34,0.0
O203406,P1052,4,200.56,0.15
O203407,P1020,5,370.34,0.1
O203407,P1025,3,46.64,0.0
O203408,P1077,2,170.6,0.15
O203409,P1063,5,206.06,0.15
O203409,P1098,4,425.57,0.15
O203409,P1051,3,101.13,0.0
O203410,P1086,3,140.81,0.0
O203411,P1041,2,325.82,0.05
O203411,P1026,5,255.33,0.05
O203411,P1088,5,157.81,0.05
O203412,P1000,2,396.27,0.0
O203412,P1006,2,243.37,0.05
O203412,P1068,4,57.56,0.0
O203412,P1078,5,259.72,0.0
O203413,P1005,1,291.63,0.1
O203413,P1070,3,102.15,0.0
O203413,P1015,2,111.69,0.0
O203414,P1027,5,248.78,0.15
O203415,P1000,4,396.27,0.0
O203415,P1065,1,294.77,0.2
O203415,P1033,3,224.24,0.15
O203416,P1110,3,178.83,0.05
O203416,P1051,5,101.13,0.0
O203416,P1026,2,255.33,0.2
O203416,P1028,3,66.26,0.15
O203417,P1002,5,271.82,0.0
O203418,P1111,2,172.59,0.2
O203419,P1087,4,191.19,0.05
O203419,P1009,3,177.77,0.0
O203419,P1031,4,344.47,0.0
O203420,P1098,3,425.57,0.1
O203420,P1071,5,533.7,0.0
O203420,P1080,3,178.39,0.2
O203421,P1106,5,270.17,0.0
O203422,P1074,1,230.73,0.2
O203422,P1074,2,230.73,0.0
O203422,P1015,5,111.69,0.0
O203422,P1066,3,174.9,0.0
O203423,P1049,3,308.64,0.0
O203423,P1045,3,431.1,0.05
O203424,P1077,5,170.6,0.15
O203424,P1081,2,286.18,0.15
O203424,P1111,3,172.59,0.0
O203424,P1002,3,271.82,0.0
O203425,P1090,2,270.64,0.15
O203425,P1036,2,134.12,0.2
O203425,P1076,3,537.15,0.0
O203425,P1003,1,313.52,0.05
O203426,P1014,3,32.87,0.0
O203426,P1092,1,55.64,0.0
O203426,P1111,4,172.59,0.0
O203427,P1067,2,76.41,0.1
O203427,P1027,2,248.78,0.05
O203427,P1002,2,271.82,0.0
O203427,P1068,4,57.56,0.0
O203428,P1083,5,206.92,0.05
O203429,P1115,1,46.67,0.0
O203429,P1037,5,41.82,0.1
O203430,P1040,3,365.39,0.1
O203430,P1078,4,259.72,0.0
O203431,P1061,1,366.69,0.05
O203431,P1051,5,101.13,0.05
O203432,P1098,2,425.57,0.0
O203432,P1026,5,255.33,0.1
O203432,P1093,3,279.47,0.0
O203432,P1113,3,317.66,0.0
O203433,P1112,4,167.78,0.0
O203433,P1085,1,105.41,0.1
O203434,P1032,4,172.32,0.15
O203434,P1026,5,255.33,0.0
O203435,P1109,3,323.91,0.0
O203435,P1099,2,443.03,0.0
O203435,P1041,1,325.82,0.05
O203436,P1079,2,57.01,0.0
O203436,P1035,1,344.78,0.1
O203437,P1078,3,259.72,0.2
O203437,P1021,5,259.91,0.2
O203438,P1043,4,584.45,0.05
O203439,P1088,3,157.81,0.0
O203439,P1002,5,271.82,0.2
O203439,P1084,3,291.47,0.15
O203440,P1060,2,337.64,0.0
O203441,P1015,1,111.69,0.0
O203441,P1087,1,191.19,0.05
O203441,P1057,1,401.11,0.1
O203442,P1110,2,178.83,0.2
O203442,P1107,3,344.9,0.0
O203443,P1107,3,344.9,0.15
O203443,P1114,1,110.73,0.05
O203444,P1086,4,140.81,0.0
O203445,P1004,4,353.67,0.2
O203445,P1097,3,311.32,0.2
O203446,P1031,2,344.47,0.0
O203447,P1004,1,353.67,0.15
O203447,P1044,4,311.76,0.0
O203447,P1114,1,110.73,0.1
O203448,P1046,1,148.16,0.0
O203448,P1037,1,41.82,0.0
O203449,P1052,4,200.56,0.0
O203449,P1058,2,141.93,0.0
O203450,P1006,2,243.37,0.1
O203450,P1056,4,346.79,0.05
O203450,P1084,3,291.47,0.0
O203450,P1034,2,172.72,0.2
O203451,P1048,3,65.04,0.0
O203451,P1058,1,141.93,0.0
O203451,P1081,2,286.18,0.0
O203451,P1053,3,292.24,0.05
O203452,P1002,1,271.82,0.1
O203452,P1048,5,65.04,0.15
O203453,P1029,3,240.87,0.1
O203454,P1024,5,18.18,0.0
O203454,P1106,5,270.17,0.0
O203454,P1055,2,478.95,0.15
O203455,P1019,3,319.54,0.05
O203455,P1094,3,72.99,0.2
O203455,P1085,1,105.41,0.15
O203456,P1032,1,172.32,0.1
O203456,P1099,4,443.03,0.1
O203456,P1082,4,379.4,0.0
O203456,P1087,4,191.19,0.1
O203457,P1056,1,346.79,0.0
O203457,P1069,3,264.66,0.0
O203457,P1078,1,259.72,0.0
O203458,P1018,4,211.2,0.0
O203459,P1003,4,313.52,0.05
O203459,P1119,1,383.32,0.2
O203460,P1096,4,124.77,0.0
O203460,P1093,4,279.47,0.15
O203460,P1044,4,311.76,0.0
O203461,P1087,3,191.19,0.15
O203461,P1070,4,102.15,0.2
O203461,P1044,1,311.76,0.1
O203461,P1078,1,259.72,0.15
O203462,P1115,1,46.67,0.0
O203462,P1006,3,243.37,0.0
O203462,P1077,5,170.6,0.0
O203463,P1019,3,319.54,0.0
O203464,P1027,3,248.78,0.2
O203464,P1011,3,164.37,0.0
O203464,P1046,1,148.16,0.2
O203464,P1024,4,18.18,0.15
O203465,P1067,4,76.41,0.0
O203465,P1062,2,44.7,0.2
O203465,P1074,3,230.73,0.2
O203466,P1054,2,123.08,0.15
O203466,P1032,5,172.32,0.1
O203466,P1042,1,149.83,0.05
O203467,P1087,3,191.19,0.15
O203467,P1064,2,37.82,0.0
O203467,P1095,1,293.66,0.15
O203467,P1070,1,102.15,0.05
O203468,P1042,5,149.83,0.0
O203468,P1036,3,134.12,0.05
O203468,P1111,2,172.59,0.0
O203469,P1108,1,160.48,0.15
O203469,P1108,3,160.48,0.05
O203469,P1073,2,142.45,0.2
O203470,P1071,4,533.7,0.0
O203470,P1041,5,325.82,0.2
O203471,P1085,4,105.41,0.0
O203471,P1036,5,134.12,0.0
O203471,P1110,1,178.83,0.0
O203471,P1023,1,69.5,0.0
O203472,P1042,4,149.83,0.2
O203472,P1047,4,143.09,0.05
O203472,P1114,2,110.73,0.0
O203473,P1027,5,248.78,0.0
O203473,P1007,4,111.0,0.05
O203473,P1024,1,18.18,0.1
O203474,P1060,2,337.64,0.05
O203474,P1107,1,344.9,0.2
O203474,P1052,2,200.56,0.0
O203475,P1082,2,379.4,0.15
O203475,P1015,4,111.69,0.0
O203476,P1109,5,323.91,0.05
O203477,P1096,4,124.77,0.0
O203477,P1028,4,66.26,0.2
O203477,P1047,3,143.09,0.05
O203477,P1055,5,478.95,0.0
O203478,P1070,3,102.15,0.0
O203479,P1016,1,157.28,0.0
O203479,P1079,3,57.01,0.2
O203479,P1092,2,55.64,0.0
O203479,P1004,2,353.67,0.2
O203480,P1020,1,370.34,0.1
O203480,P1101,4,334.44,0.0
O203481,P1068,4,57.56,0.2
O203481,P1041,2,325.82,0.0
O203481,P1049,4,308.64,0.2
O203481,P1076,3,537.15,0.0
O203482,P1029,5,240.87,0.15
O203482,P1018,5,211.2,0.05
O203482,P1112,4,167.78,0.15
O203483,P1016,1,157.28,0.15
O203483,P1082,3,379.4,0.2
O203483,P1063,2,206.06,0.0
O203483,P1085,1,105.41,0.2
O203484,P1101,1,334.44,0.1
O203485,P1081,5,286.18,0.2
O203485,P1119,4,383.32,0.2
O203486,P1071,3,533.7,0.1
O203486,P1003,5,313.52,0.2
O203486,P1068,3,57.56,0.0
O203487,P1071,2,533.7,0.0
O203487,P1117,5,550.94,0.0
O203488,P1056,3,346.79,0.15
O203488,P1021,4,259.91,0.05
O203488,P1048,5,65.04,0.15
O203488,P1086,1,140.81,0.0
O203489,P1011,3,164.37,0.15
O203489,P1048,3,65.04,0.0
O203489,P1030,5,95.57,0.1
O203490,P1053,2,292.24,0.15
O203491,P1045,3,431.1,0.2
O203492,P1089,2,17.98,0.2
O203492,P1104,4,276.35,0.0
O203492,P1112,4,167.78,0.2
O203493,P1000,2,396.27,0.2
O203493,P1014,2,32.87,0.0
O203493,P1078,2,259.72,0.05
O203493,P1067,3,76.41,0.0
O203494,P1038,2,89.11,0.0
O203494,P1042,4,149.83,0.1
O203495,P1106,3,270.17,0.05
O203496,P1102,3,98.36,0.0
O203496,P1032,5,172.32,0.0
O203497,P1014,4,32.87,0.15
O203498,P1044,1,311.76,0.0
O203498,P1089,3,17.98,0.2
O203498,P1091,4,325.59,0.15
O203499,P1019,5,319.54,0.0
O203499,P1115,1,46.67,0.1
O203500,P1095,1,293.66,0.1
O203500,P1072,1,267.01,0.0
O203500,P1013,4,147.66,0.05
O203501,P1036,3,134.12,0.2
O203501,P1026,1,255.33,0.0
O203501,P1112,4,167.78,0.1
O203501,P1089,5,17.98,0.0
O203502,P1094,2,72.99,0.0
O203503,P1115,5,46.67,0.2
O203503,P1119,1,383.32,0.15
O203504,P1066,5,174.9,0.0
O203504,P1114,4,110.73,0.0
O203504,P1078,1,259.72,0.2
O203504,P1023,2,69.5,0.0
O203505,P1018,2,211.2,0.2
O203505,P1118,3,490.88,0.2
O203505,P1058,2,141.93,0.0
O203506,P1079,3,57.01,0.1
O203506,P1018,2,211.2,0.0
O203507,P1081,1,286.18,0.0
O203507,P1007,4,111.0,0.0
O203507,P1092,3,55.64,0.0
O203507,P1117,4,550.94,0.2
O203508,P1116,2,277.81,0.0
O203508,P1002,2,271.82,0.2
O203508,P1041,5,325.82,0.15
O203508,P1005,5,291.63,0.0
O203509,P1044,4,311.76,0.2
O203509,P1016,1,157.28,0.0
O203510,P1028,2,66.26,0.05
O203510,P1052,1,200.56,0.0
O203510,P1100,1,45.05,0.15
O203510,P1025,5,46.64,0.2
O203511,P1118,5,490.88,0.0
O203511,P1071,5,533.7,0.1
O203511,P1012,4,296.96,0.0
O203512,P1062,5,44.7,0.0
O203512,P1040,4,365.39,0.0
O203512,P1058,5,141.93,0.2
O203513,P1029,4,240.87,0.2
O203513,P1083,2,206.92,0.0
O203513,P1113,3,317.66,0.05
O203513,P1108,3,160.48,0.05
O203514,P1035,4,344.78,0.15
O203515,P1107,4,344.9,0.0
O203516,P1117,5,550.94,0.2
O203516,P1056,1,346.79,0.1
O203516,P1083,3,206.92,0.05
O203517,P1094,2,72.99,0.2
O203517,P1086,5,140.81,0.05
O203517,P1089,2,17.98,0.0
O203518,P1081,2,286.18,0.2
O203518,P1079,2,57.01,0.05
O203518,P1091,5,325.59,0.2
O203518,P1074,4,230.73,0.0
O203519,P1065,4,294.77,0.2
O203519,P1117,4,550.94,0.1
O203519,P1049,1,308.64,0.0
O203520,P1025,2,46.64,0.0
O203520,P1042,5,149.83,0.0
O203520,P1087,5,191.19,0.1
O203521,P1067,3,76.41,0.15
O203521,P1048,5,65.04,0.15
O203521,P1109,3,323.91,0.0
O203521,P1041,4,325.82,0.0
O203522,P1114,3,110.73,0.1
O203522,P1065,2,294.77,0.2
O203522,P1019,3,319.54,0.0
O203523,P1037,5,41.82,0.05
O203524,P1079,1,57.01,0.05
O203524,P1050,4,167.02,0.15
O203525,P1061,2,366.69,0.0
O203525,P1039,5,414.64,0.2
O203525,P1097,2,311.32,0.0
O203525,P1086,4,140.81,0.0
O203526,P1050,1,167.02,0.05
O203526,P1110,3,178.83,0.0
O203526,P1076,2,537.15,0.15
O203526,P1054,1,123.08,0.0
O203527,P1059,1,218.93,0.0
O203527,P1012,1,296.96,0.05
O203528,P1037,3,41.82,0.0
O203528,P1098,2,425.57,0.2
O203529,P1108,1,160.48,0.0
O203530,P1103,4,27.86,0.15
O203530,P1022,5,379.38,0.1
O203531,P1088,4,157.81,0.1
O203531,P1082,5,379.4,0.05
O203532,P1099,4,443.03,0.0
O203532,P1076,3,537.15,0.15
O203532,P1048,4,65.04,0.05
O203533,P1003,2,313.52,0.05
O203533,P1012,1,296.96,0.15
O203534,P1030,4,95.57,0.0
O203535,P1027,1,248.78,0.1
O203535,P1094,3,72.99,0.0
O203536,P1046,4,148.16,0.15
O203536,P1086,5,140.81,0.1
O203536,P1085,5,105.41,0.1
O203536,P1005,2,291.63,0.15
O203537,P1034,5,172.72,0.0
O203537,P1006,5,243.37,0.0
O203537,P1059,2,218.93,0.05
O203538,P1086,2,140.81,0.05
O203539,P1030,2,95.57,0.0
O203539,P1083,4,206.92,0.1
O203539,P1027,1,248.78,0.0
O203540,P1006,1,243.37,0.05
O203541,P1047,5,143.09,0.2
O203541,P1065,3,294.77,0.15
O203541,P1014,3,32.87,0.15
O203542,P1068,5,57.56,0.2
O203542,P1030,3,95.57,0.0
O203543,P1012,1,296.96,0.1
O203543,P1030,2,95.57,0.2
O203543,P1011,3,164.37,0.2
O203544,P1000,3,396.27,0.1
O203545,P1092,2,55.64,0.1
O203545,P1085,5,105.41,0.1
O203545,P1105,1,171.79,0.2
O203545,P1060,5,337.64,0.15
O203546,P1110,1,178.83,0.0
O203546,P1034,5,172.72,0.15
O203546,P1019,3,319.54,0.05
O203547,P1023,5,69.5,0.0
O203548,P1105,1,171.79,0.0
O203548,P1091,5,325.59,0.0
O203548,P1070,2,102.15,0.0
O203549,P1110,3,178.83,0.15
O203549,P1109,5,323.91,0.0
O203549,P1042,3,149.83,0.1
O203550,P1101,2,334.44,0.0
O203551,P1036,3,134.12,0.0
O203551,P1039,3,414.64,0.15
O203551,P1099,5,443.03,0.2
O203551,P1079,4,57.01,0.0
O203552,P1053,2,292.24,0.1
O203553,P1088,4,157.81,0.2
O203554,P1010,2,145.04,0.15
O203554,P1000,3,396.27,0.0
O203555,P1051,1,101.13,0.05
O203556,P1067,1,76.41,0.0
O203556,P1076,5,537.15,0.0
O203556,P1109,5,323.91,0.15
O203556,P1065,3,294.77,0.15
O203557,P1034,1,172.72,0.0
O203557,P1007,4,111.0,0.0
O203557,P1109,4,323.91,0.0
O203558,P1098,4,425.57,0.0
O203558,P1004,2,353.67,0.0
O203558,P1006,5,243.37,0.0
O203559,P1079,5,57.01,0.1
O203559,P1096,5,124.77,0.2
O203559,P1051,4,101.13,0.1
O203559,P1076,5,537.15,0.1
O203560,P1106,5,270.17,0.2
O203560,P1081,2,286.18,0.2
O203561,P1099,1,443.03,0.1
O203561,P1070,5,102.15,0.15
O203562,P1116,2,277.81,0.2
O203562,P1024,1,18.18,0.05
O203563,P1058,3,141.93,0.2
O203563,P1086,5,140.81,0.0
O203564,P1116,1,277.81,0.2
O203564,P1070,5,102.15,0.1
O203565,P1077,5,170.6,0.0
O203565,P1105,3,171.79,0.2
O203565,P1109,1,323.91,0.05
O203566,P1078,5,259.72,0.0
O203567,P1057,3,401.11,0.05
O203568,P1021,4,259.91,0.2
O203568,P1029,1,240.87,0.0
O203568,P1086,3,140.81,0.1
O203569,P1075,4,31.36,0.0
O203569,P1101,3,334.44,0.2
O203569,P1081,5,286.18,0.2
O203570,P1073,2,142.45,0.0
O203571,P1106,3,270.17,0.1
O203571,P1017,5,389.28,0.1
O203571,P1073,4,142.45,0.2
O203571,P1078,2,259.72,0.2
O203572,P1059,2,218.93,0.0
O203572,P1012,2,296.96,0.2
O203572,P1064,5,37.82,0.0
O203573,P1035,4,344.78,0.15
O203574,P1047,2,143.09,0.0
O203574,P1086,4,140.81,0.05
O203574,P1099,1,443.03,0.15
O203575,P1020,3,370.34,0.0
O203575,P1085,1,105.41,0.0
O203576,P1087,4,191.19,0.0
O203576,P1085,5,105.41,0.1
O203576,P1024,1,18.18,0.15
O203576,P1101,3,334.44,0.0
O203577,P1108,5,160.48,0.0
O203577,P1067,2,76.41,0.15
O203578,P1095,1,293.66,0.15
O203579,P1011,5,164.37,0.05
O203579,P1025,5,46.64,0.1
O203579,P1079,3,57.01,0.0
O203580,P1051,4,101.13,0.0
O203580,P1101,2,334.44,0.15
O203580,P1053,4,292.24,0.0
O203580,P1089,4,17.98,0.0
O203581,P1068,1,57.56,0.0
O203581,P1023,4,69.5,0.2
O203582,P1097,2,311.32,0.05
O203582,P1008,5,35.53,0.0
O203582,P1037,1,41.82,0.0
O203582,P1115,3,46.67,0.0
O203583,P1058,5,141.93,0.1
O203584,P1096,1,124.77,0.15
O203584,P1027,1,248.78,0.05
O203585,P1072,5,267.01,0.15
O203586,P1048,2,65.04,0.1
O203586,P1031,2,344.47,0.0
O203586,P1073,4,142.45,0.0
O203586,P1080,4,178.39,0.1
O203587,P1067,4,76.41,0.0
O203587,P1075,1,31.36,0.0
O203587,P1117,4,550.94,0.2
O203587,P1064,3,37.82,0.0
O203588,P1014,1,32.87,0.0
O203589,P1057,5,401.11,0.2
O203590,P1023,2,69.5,0.0
O203590,P1100,4,45.05,0.0
O203591,P1090,4,270.64,0.15
O203591,P1092,5,55.64,0.1
O203591,P1116,3,277.81,0.0
O203592,P1044,5,311.76,0.15
O203593,P1064,5,37.82,0.05
O203593,P1119,4,383.32,0.2
O203593,P1045,2,431.1,0.0
O203594,P1102,4,98.36,0.2
O203594,P1107,3,344.9,0.2
O203594,P1082,2,379.4,0.2
O203594,P1057,2,401.11,0.0
O203595,P1000,1,396.27,0.15
O203595,P1048,5,65.04,0.0
O203596,P1013,1,147.66,0.2
O203597,P1045,2,431.1,0.15
O203598,P1029,3,240.87,0.1
O203598,P1075,4,31.36,0.0
O203598,P1095,1,293.66,0.0
O203598,P1053,4,292.24,0.05
O203599,P1051,1,101.13,0.0
O203600,P1046,3,148.16,0.0
O203600,P1073,5,142.45,0.1
O203600,P1064,1,37.82,0.15
O203601,P1100,1,45.05,0.1
O203601,P1098,3,425.57,0.2
O203602,P1014,3,32.87,0.1
O203603,P1084,3,291.47,0.2
O203603,P1092,3,55.64,0.2
O203603,P1019,5,319.54,0.15
O203604,P1077,5,170.6,0.0
O203604,P1058,4,141.93,0.0
O203605,P1101,2,334.44,0.1
O203605,P1054,3,123.08,0.0
O203605,P1038,4,89.11,0.0
O203606,P1031,5,344.47,0.0
O203607,P1047,2,143.09,0.0
O203607,P1048,3,65.04,0.05
O203607,P1072,4,267.01,0.1
O203608,P1055,2,478.95,0.15
O203608,P1083,2,206.92,0.05
O203609,P1033,2,224.24,0.05
O203610,P1078,4,259.72,0.05
O203611,P1008,3,35.53,0.15
O203611,P1002,1,271.82,0.0
O203612,P1034,5,172.72,0.05
O203612,P1039,3,414.64,0.0
O203612,P1053,2,292.24,0.0
O203613,P1039,5,414.64,0.0
O203613,P1074,3,230.73,0.1
O203614,P1052,5,200.56,0.0
O203614,P1116,2,277.81,0.2
O203614,P1114,3,110.73,0.0
O203614,P1052,4,200.56,0.0
O203615,P1087,4,191.19,0.1
O203615,P1001,3,285.94,0.05
O203616,P1007,1,111.0,0.2
O203616,P1080,2,178.39,0.0
O203616,P1074,5,230.73,0.05
O203616,P1075,2,31.36,0.15
O203617,P1031,4,344.47,0.1
O203618,P1076,3,537.15,0.15
O203618,P1114,4,110.73,0.15
O203618,P1031,2,344.47,0.1
O203618,P1007,5,111.0,0.0
O203619,P1035,2,344.78,0.0
O203619,P1049,2,308.64,0.0
O203619,P1010,4,145.04,0.05
O203619,P1052,3,200.56,0.0
O203620,P1088,5,157.81,0.2
O203620,P1047,4,143.09,0.0
O203620,P1005,5,291.63,0.0
O203620,P1067,2,76.41,0.15
O203621,P1042,5,149.83,0.0
O203621,P1091,4,325.59,0.05
O203622,P1073,4,142.45,0.15
O203622,P1052,4,200.56,0.0
O203623,P1118,1,490.88,0.05
O203623,P1088,1,157.81,0.2
O203623,P1019,1,319.54,0.0
O203624,P1013,5,147.66,0.0
O203624,P1046,1,148.16,0.0
O203625,P1071,4,533.7,0.05
O203625,P1021,5,259.91,0.1
O203626,P1110,4,178.83,0.15
O203627,P1116,3,277.81,0.05
O203627,P1059,2,218.93,0.15
O203628,P1067,5,76.41,0.0
O203628,P1044,2,311.76,0.05
O203628,P1100,1,45.05,0.0
O203629,P1087,5,191.19,0.1
O203629,P1057,2,401.11,0.2
O203629,P1022,4,379.38,0.1
O203629,P1029,3,240.87,0.0
O203630,P1008,4,35.53,0.0
O203630,P1042,5,149.83,0.2
O203630,P1033,5,224.24,0.15
O203631,P1031,2,344.47,0.0
O203631,P1052,5,200.56,0.0
O203632,P1071,4,533.7,0.2
O203632,P1059,1,218.93,0.05
O203632,P1085,3,105.41,0.1
O203632,P1098,1,425.57,0.1
O203633,P1047,5,143.09,0.0
O203633,P1036,4,134.12,0.2
O203633,P1075,3,31.36,0.0
O203634,P1080,5,178.39,0.0
O203634,P1043,5,584.45,0.15
O203634,P1085,4,105.41,0.0
O203634,P1068,1,57.56,0.0
O203635,P1068,3,57.56,0.0
O203635,P1090,4,270.64,0.0
O203635,P1112,1,167.78,0.0
O203636,P1050,1,167.02,0.0
O203636,P1039,3,414.64,0.0
O203637,P1068,5,57.56,0.15
O203637,P1002,3,271.82,0.1
O203638,P1092,2,55.64,0.0
O203638,P1021,3,259.91,0.0
O203638,P1039,5,414.64,0.0
O203639,P1045,1,431.1,0.0
O203639,P1007,4,111.0,0.0
O203639,P1001,5,285.94,0.15
O203639,P1008,1,35.53,0.1
O203640,P1005,2,291.63,0.05
O203640,P1076,3,537.15,0.2
O203641,P1024,4,18.18,0.1
O203641,P1091,3,325.59,0.1
O203642,P1066,3,174.9,0.05
O203642,P1056,2,346.79,0.15
O203642,P1031,5,344.47,0.0
O203642,P1113,5,317.66,0.0
O203643,P1109,1,323.91,0.1
O203643,P1098,5,425.57,0.2
O203643,P1085,2,105.41,0.0
O203644,P1089,2,17.98,0.0
O203644,P1004,3,353.67,0.05
O203644,P1019,1,319.54,0.1
O203644,P1029,2,240.87,0.0
O203645,P1000,4,396.27,0.05
O203645,P1113,1,317.66,0.2
O203645,P1058,5,141.93,0.0
O203645,P1078,5,259.72,0.1
O203646,P1062,1,44.7,0.0
O203647,P1091,1,325.59,0.0
O203647,P1060,2,337.64,0.0
O203648,P1069,3,264.66,0.0
O203648,P1097,4,311.32,0.0
O203648,P1103,4,27.86,0.0
