order_id,carrier,warehouse,promised_date,shipped_date,shipping_cost_gbp
O204199,DPDx,Manchester,2024-01-25,2024-01-29,22.68
O207088,RoyalShip,Lyon,2024-11-25,2024-11-30,28.13
O215181,EuroPost,Manchester,2024-03-04,2024-03-06,25.66
O201722,DPDx,Manchester,2023-11-28,2023-11-30,8.28
O220820,FastFreight,Manchester,2023-04-12,2023-04-12,13.85
O203531,RoyalShip,Berlin,2023-11-11,2023-11-13,23.96
O212756,FastFreight,Manchester,2024-01-09,2024-01-08,11.05
O217835,RoyalShip,Berlin,2025-01-01,2025-01-05,4.71
O224875,EuroPost,Lyon,2023-06-14,2023-06-15,4.23
O213316,EuroPost,Lyon,2023-12-20,2023-12-17,22.0
O209119,EuroPost,Lyon,2023-12-21,2023-12-26,24.52
O223708,FastFreight,Madrid,2024-11-27,2024-12-02,20.56
O210368,DPDx,Madrid,2024-01-26,2024-01-22,17.25
O223514,DPDx,Manchester,2024-03-22,2024-03-25,10.15
O214364,RoyalShip,Madrid,2023-11-24,2023-11-22,12.7
O201732,DPDx,Manchester,2024-04-17,2024-04-21,15.43
O224794,EuroPost,Berlin,2024-04-01,2024-03-31,10.34
O213189,EuroPost,Manchester,2023-08-10,2023-08-12,22.47
O205665,DPDx,Manchester,2024-07-08,2024-07-08,11.83
O225450,RoyalShip,Madrid,2024-05-13,2024-05-13,12.43
O209334,FastFreight,Madrid,2024-01-17,2024-01-18,25.66
O202848,RoyalShip,Manchester,2024-03-18,2024-03-19,22.3
O214861,DPDx,Berlin,2023-07-31,2023-08-04,19.09
O204602,EuroPost,Madrid,2023-09-15,2023-09-12,10.43
O203894,RoyalShip,Madrid,2024-05-12,2024-05-17,16.67
O217710,DPDx,Berlin,2024-05-02,2024-05-05,20.17
O207326,DPDx,Manchester,2023-12-10,2023-12-08,23.02
O210104,EuroPost,Madrid,2023-12-09,2023-12-10,11.03
O210423,FastFreight,Manchester,2024-05-19,2024-05-22,15.45
O205846,EuroPost,Madrid,2023-09-16,2023-09-20,26.07
O212795,DPDx,Lyon,2023-11-06,2023-11-08,3.63
O220193,FastFreight,Berlin,2023-12-02,2023-12-02,20.92
O201208,FastFreight,Berlin,2023-11-28,2023-11-26,18.62
O201458,FastFreight,Manchester,2023-07-26,2023-07-31,28.4
O224648,FastFreight,Berlin,2024-07-04,2024-07-05,22.21
O220043,DPDx,Lyon,2024-05-09,2024-05-14,6.62
O225093,FastFreight,Madrid,2023-05-29,2023-05-25,12.48
O217897,DPDx,Madrid,2023-10-02,2023-10-08,10.58
O204153,EuroPost,Lyon,2023-12-29,2023-12-29,25.26
O209807,DPDx,Manchester,2023-05-31,2023-06-04,16.04
O202943,DPDx,Lyon,2023-02-15,2023-02-15,23.48
O220397,EuroPost,Manchester,2024-12-05,2024-12-10,28.17
O219471,RoyalShip,Berlin,2024-04-20,2024-04-19,8.33
O207303,RoyalShip,Berlin,2024-02-12,2024-02-13,17.23
O206603,EuroPost,Manchester,2023-09-21,2023-09-23,18.15
O209144,DPDx,Lyon,2023-07-27,2023-07-25,13.95
O221463,EuroPost,Manchester,2023-04-03,2023-04-06,10.22
O212114,RoyalShip,Madrid,2023-08-11,2023-08-15,2.27
O216263,EuroPost,Madrid,2024-09-06,2024-09-10,11.64
O217976,EuroPost,Madrid,2023-03-02,2023-03-04,13.43
O207503,FastFreight,Madrid,2024-06-28,2024-07-04,13.09
O205999,EuroPost,Manchester,2024-04-18,2024-04-22,4.14
O207900,FastFreight,Lyon,2024-09-05,2024-09-05,3.93
O212320,RoyalShip,Manchester,2023-10-11,2023-10-17,24.41
O225932,EuroPost,Manchester,2023-12-30,2024-01-05,17.67
O225732,FastFreight,Berlin,2023-07-07,2023-07-10,28.36
O222932,EuroPost,Berlin,2023-12-22,2023-12-21,3.42
O225944,EuroPost,Manchester,2023-12-30,2023-12-26,29.32
O205792,EuroPost,Manchester,2023-02-09,2023-02-10,20.58
O202301,EuroPost,Berlin,2024-11-20,2024-11-26,25.47
O224754,DPDx,Lyon,2023-01-09,2023-01-12,17.31
O202998,DPDx,Madrid,2023-09-30,2023-09-27,27.93
O222545,DPDx,Manchester,2023-11-08,2023-11-06,28.21
O215771,RoyalShip,Lyon,2023-05-19,2023-05-23,23.13
O224072,DPDx,Berlin,2024-04-30,2024-04-30,19.78
O200379,FastFreight,Berlin,2023-11-13,2023-11-19,25.53
O211976,EuroPost,Lyon,2024-06-05,2024-06-07,19.42
O203950,RoyalShip,Madrid,2024-01-12,2024-01-18,6.28
O208696,EuroPost,Berlin,2023-05-18,2023-05-18,16.32
O221055,DPDx,Madrid,2024-04-05,2024-04-03,2.75
O212350,RoyalShip,Madrid,2024-12-01,2024-11-28,17.03
O212030,FastFreight,Berlin,2024-12-30,2025-01-05,6.74
O215837,FastFreight,Lyon,2023-01-25,2023-01-25,25.86
O216168,EuroPost,Berlin,2023-07-29,2023-08-04,23.35
O206051,DPDx,Madrid,2024-12-25,2024-12-30,23.19
O204509,FastFreight,Manchester,2023-07-06,2023-07-04,2.29
O200927,DPDx,Lyon,2024-01-03,2024-01-08,25.94
O225256,DPDx,Madrid,2024-02-19,2024-02-24,9.01
O219273,RoyalShip,Berlin,2024-11-19,2024-11-17,17.96
O209892,EuroPost,Lyon,2024-09-26,2024-10-02,11.17
O224827,DPDx,Berlin,2023-09-13,2023-09-13,28.38
O220045,DPDx,Berlin,2023-07-29,2023-07-29,26.79
O206427,DPDx,Lyon,2024-02-27,2024-02-27,3.51
O208478,RoyalShip,Manchester,2023-04-09,2023-04-07,17.66
O219155,DPDx,Manchester,2023-11-07,2023-11-12,19.6
O214313,DPDx,Manchester,2024-05-03,2024-05-06,10.81
O200399,DPDx,Berlin,2023-08-05,2023-08-04,11.5
O202664,DPDx,Manchester,2024-01-16,2024-01-15,19.72
O202909,FastFreight,Madrid,2023-07-14,2023-07-12,23.8
O205714,RoyalShip,Manchester,2023-06-24,2023-06-25,12.59
O221794,DPDx,Berlin,2024-08-12,2024-08-09,20.31
O205186,FastFreight,Madrid,2023-07-20,2023-07-19,15.11
O202503,EuroPost,Berlin,2024-10-17,2024-10-18,16.17
O213695,RoyalShip,Berlin,2023-05-22,2023-05-28,3.91
O218011,RoyalShip,Berlin,2024-06-24,2024-06-22,19.72
O221654,DPDx,Lyon,2023-10-16,2023-10-20,11.76
O215633,FastFreight,Madrid,2024-02-01,2024-01-28,26.53
O204660,FastFreight,Berlin,2023-08-26,2023-08-26,21.03
O215421,EuroPost,Lyon,2024-06-22,2024-06-24,20.03
O209278,DPDx,Berlin,2024-07-30,2024-08-05,27.13
O208300,EuroPost,Madrid,2023-08-13,2023-08-13,6.96
O219946,RoyalShip,Berlin,2023-10-07,2023-10-13,9.02
O209618,EuroPost,Madrid,2024-07-16,2024-07-12,27.95
O218197,DPDx,Lyon,2023-04-14,2023-04-12,10.09
O213430,EuroPost,Lyon,2024-12-26,2024-12-24,4.07
O214628,EuroPost,Berlin,2023-04-25,2023-04-23,21.49
O219801,FastFreight,Lyon,2023-08-16,2023-08-21,14.47
O213848,DPDx,Berlin,2024-12-18,2024-12-14,22.0
O215447,RoyalShip,Lyon,2024-08-31,2024-09-03,11.37
O214701,FastFreight,Manchester,2024-07-19,2024-07-16,2.23
O207100,FastFreight,Berlin,2023-02-04,2023-02-09,21.71
O224815,DPDx,Manchester,2024-11-24,2024-11-24,15.99
O219464,RoyalShip,Madrid,2023-12-05,2023-12-11,28.44
O206593,RoyalShip,Berlin,2024-10-15,2024-10-18,8.78
O203697,FastFreight,Lyon,2023-12-27,2023-12-23,21.31
O221091,RoyalShip,Madrid,2023-10-10,2023-10-10,7.42
O201011,FastFreight,Manchester,2024-11-23,2024-11-23,25.29
O205371,RoyalShip,Lyon,2024-09-14,2024-09-16,8.19
O223346,RoyalShip,Berlin,2024-12-17,2024-12-22,20.82
O222256,DPDx,Berlin,2024-08-29,2024-09-02,29.83
O215922,EuroPost,Berlin,2024-11-29,2024-11-25,11.02
O210497,FastFreight,Madrid,2024-10-17,2024-10-17,21.79
O219716,RoyalShip,Lyon,2024-12-07,2024-12-09,24.02
O222259,FastFreight,Berlin,2024-02-25,2024-03-02,19.77
O202616,FastFreight,Manchester,2023-08-05,2023-08-11,14.82
O200467,RoyalShip,Lyon,2023-03-31,2023-04-04,21.74
O209539,EuroPost,Berlin,2023-04-14,2023-04-12,12.2
O223976,FastFreight,Berlin,2024-08-08,2024-08-14,24.0
O223163,DPDx,Madrid,2025-01-03,2025-01-09,7.75
O220292,RoyalShip,Manchester,2023-07-16,2023-07-12,10.58
O211850,EuroPost,Madrid,2023-11-22,2023-11-27,21.71
O220785,FastFreight,Lyon,2023-04-20,2023-04-24,18.67
O224235,RoyalShip,Berlin,2024-07-24,2024-07-20,28.37
O225795,RoyalShip,Lyon,2023-12-14,2023-12-12,6.77
O212528,RoyalShip,Berlin,2023-07-24,2023-07-30,5.09
O203160,FastFreight,Lyon,2023-09-26,2023-09-25,13.76
O222106,RoyalShip,Madrid,2024-03-16,2024-03-12,24.63
O215961,DPDx,Lyon,2023-06-14,2023-06-15,5.3
O220295,EuroPost,Berlin,2024-04-18,2024-04-23,18.21
O200431,RoyalShip,Lyon,2024-09-30,2024-10-06,20.41
O213697,EuroPost,Madrid,2023-11-22,2023-11-20,12.38
O219542,EuroPost,Berlin,2023-03-16,2023-03-20,23.2
O223123,DPDx,Madrid,2024-10-06,2024-10-10,4.97
O216553,EuroPost,Berlin,2024-11-10,2024-11-08,12.45
O200407,EuroPost,Madrid,2024-10-31,2024-10-27,4.17
O210120,RoyalShip,Lyon,2024-06-11,2024-06-12,18.95
O218732,RoyalShip,Manchester,2023-06-15,2023-06-20,11.15
O208057,DPDx,Madrid,2024-11-26,2024-11-24,7.87
O220122,DPDx,Lyon,2024-01-04,2024-01-09,10.22
O214224,EuroPost,Madrid,2023-12-26,2023-12-29,23.9
O215001,DPDx,Manchester,2024-04-15,2024-04-12,12.48
O208781,RoyalShip,Lyon,2023-12-23,2023-12-25,6.05
O206687,EuroPost,Berlin,2023-12-26,2023-12-28,13.41
O223261,FastFreight,Berlin,2024-11-13,2024-11-17,13.74
O210812,DPDx,Lyon,2024-09-18,2024-09-19,6.36
O222628,EuroPost,Madrid,2023-12-14,2023-12-10,28.92
O224286,FastFreight,Madrid,2023-05-18,2023-05-19,21.47
O200651,DPDx,Madrid,2023-07-11,2023-07-16,29.7
O218459,RoyalShip,Berlin,2023-11-02,2023-11-08,11.8
O221158,EuroPost,Lyon,2023-11-22,2023-11-28,11.27
O200177,DPDx,Madrid,2024-12-20,2024-12-19,20.66
O200003,RoyalShip,Berlin,2024-04-23,2024-04-19,14.56
O209607,FastFreight,Madrid,2023-06-24,2023-06-30,21.51
O220771,RoyalShip,Berlin,2024-12-26,2024-12-26,6.49
O219826,FastFreight,Lyon,2024-05-14,2024-05-20,12.1
O221881,FastFreight,Madrid,2023-12-14,2023-12-10,2.61
O217157,FastFreight,Lyon,2023-03-23,2023-03-22,15.67
O209003,DPDx,Manchester,2023-09-16,2023-09-12,15.78
O200295,DPDx,Manchester,2023-07-01,2023-07-07,26.43
O218413,FastFreight,Madrid,2024-12-09,2024-12-13,4.44
O210818,EuroPost,Madrid,2024-02-17,2024-02-21,10.04
O217534,EuroPost,Manchester,2025-01-02,2025-01-08,6.71
O217851,FastFreight,Manchester,2024-04-27,2024-04-30,20.83
O202392,RoyalShip,Lyon,2023-07-21,2023-07-23,19.6
O223831,DPDx,Lyon,2024-05-26,2024-05-27,19.16
O216604,RoyalShip,Berlin,2023-05-21,2023-05-26,15.13
O207780,FastFreight,Lyon,2024-12-26,2025-01-01,12.71
O207668,EuroPost,Lyon,2024-05-26,2024-05-29,25.23
O208238,FastFreight,Berlin,2023-03-17,2023-03-13,18.98
O221985,EuroPost,Manchester,2024-03-21,2024-03-25,4.1
O205244,EuroPost,Lyon,2023-12-06,2023-12-05,12.4
O211282,DPDx,Madrid,2023-11-18,2023-11-20,8.35
O209132,DPDx,Madrid,2023-12-28,2024-01-01,9.61
O223101,FastFreight,Manchester,2024-11-09,2024-11-06,15.25
O204914,FastFreight,Madrid,2023-03-16,2023-03-15,10.12
O225174,EuroPost,Lyon,2023-04-17,2023-04-19,22.76
O223064,RoyalShip,Lyon,2023-11-03,2023-11-09,16.82
O208602,FastFreight,Manchester,2023-12-19,2023-12-18,22.33
O207201,EuroPost,Berlin,2024-12-27,2024-12-25,2.46
O209038,EuroPost,Madrid,2024-04-04,2024-04-08,8.62
O221789,EuroPost,Madrid,2024-10-10,2024-10-11,24.1
O225683,FastFreight,Lyon,2024-06-04,2024-06-03,15.38
O200042,EuroPost,Madrid,2024-01-19,2024-01-21,13.95
O221460,DPDx,Manchester,2023-06-16,2023-06-16,18.25
O219268,EuroPost,Berlin,2024-12-15,2024-12-17,2.28
O203570,EuroPost,Lyon,2024-01-24,2024-01-29,14.81
O219061,DPDx,Madrid,2024-05-02,2024-05-01,26.43
O210883,DPDx,Manchester,2024-01-05,2024-01-05,15.12
O204049,FastFreight,Madrid,2024-12-27,2024-12-31,6.01
O209264,DPDx,Manchester,2024-04-21,2024-04-21,10.05
O200795,DPDx,Manchester,2024-03-27,2024-03-31,16.72
O218367,DPDx,Lyon,2024-07-02,2024-07-08,22.59
O200396,RoyalShip,Lyon,2023-02-23,2023-02-22,16.86
O215621,RoyalShip,Lyon,2023-06-07,2023-06-06,11.81
O205811,RoyalShip,Lyon,2024-12-30,2025-01-02,16.17
O214617,RoyalShip,Madrid,2023-12-31,2024-01-02,24.16
O219489,FastFreight,Berlin,2023-10-28,2023-10-30,18.29
O223606,DPDx,Madrid,2023-06-29,2023-06-25,19.06
O210610,RoyalShip,Berlin,2024-03-26,2024-03-26,15.81
O218270,RoyalShip,Madrid,2024-09-17,2024-09-22,10.91
O205388,FastFreight,Manchester,2024-12-03,2024-12-04,10.16
O200420,DPDx,Berlin,2023-04-20,2023-04-17,29.33
O214180,EuroPost,Lyon,2024-05-11,2024-05-07,13.75
O200316,DPDx,Madrid,2023-09-04,2023-09-01,18.12
O208299,EuroPost,Lyon,2023-09-20,2023-09-18,29.15
O213061,RoyalShip,Madrid,2024-11-15,2024-11-20,7.1
O210205,DPDx,Lyon,2023-03-12,2023-03-13,25.26
O216277,DPDx,Madrid,2024-11-03,2024-11-09,17.76
O218568,DPDx,Manchester,2024-07-22,2024-07-20,12.89
O213702,EuroPost,Madrid,2023-01-19,2023-01-21,26.32
O224141,FastFreight,Manchester,2024-05-23,2024-05-23,21.59
O217319,DPDx,Lyon,2024-03-05,2024-03-05,10.08
O218239,FastFreight,Berlin,2024-10-24,2024-10-29,17.84
O216557,DPDx,Madrid,2024-05-02,2024-05-02,8.5
O207007,RoyalShip,Lyon,2023-11-26,2023-11-26,15.44
O209962,EuroPost,Madrid,2024-07-17,2024-07-20,10.44
O202640,RoyalShip,Madrid,2023-12-11,2023-12-17,22.21
O218528,RoyalShip,Manchester,2024-10-26,2024-10-23,6.3
O223128,RoyalShip,Berlin,2023-10-18,2023-10-14,6.24
O222872,RoyalShip,Berlin,2023-11-04,2023-10-31,11.51
O213143,DPDx,Madrid,2023-02-06,2023-02-12,23.93
O221111,RoyalShip,Madrid,2023-02-02,2023-02-08,25.73
O215579,RoyalShip,Madrid,2023-07-08,2023-07-07,15.57
O200087,EuroPost,Madrid,2024-12-05,2024-12-08,15.12
O212608,FastFreight,Berlin,2024-05-06,2024-05-12,4.6
O211400,FastFreight,Lyon,2023-11-06,2023-11-05,5.26
O220967,EuroPost,Lyon,2023-08-27,2023-08-28,28.39
O223819,EuroPost,Lyon,2024-03-31,2024-04-02,12.71
O206061,FastFreight,Berlin,2023-11-10,2023-11-13,2.56
O222283,RoyalShip,Berlin,2024-04-26,2024-05-02,23.44
O206308,RoyalShip,Madrid,2023-04-06,2023-04-09,29.34
O220341,EuroPost,Manchester,2024-02-27,2024-02-23,6.74
O219785,RoyalShip,Berlin,2023-11-25,2023-11-28,4.39
O222666,FastFreight,Madrid,2023-03-21,2023-03-25,2.15
O206868,EuroPost,Lyon,2024-03-22,2024-03-21,28.11
O213375,FastFreight,Manchester,2023-12-27,2023-12-24,5.63
O218829,RoyalShip,Lyon,2023-08-23,2023-08-29,24.14
O215658,FastFreight,Madrid,2023-05-16,2023-05-15,11.21
O210948,FastFreight,Berlin,2024-11-11,2024-11-15,25.71
O222732,FastFreight,Manchester,2023-10-17,2023-10-19,14.47
O211021,RoyalShip,Lyon,2024-03-09,2024-03-09,10.83
O217678,DPDx,Lyon,2023-05-19,2023-05-22,12.72
O222460,DPDx,Berlin,2023-04-27,2023-04-27,5.19
O215650,FastFreight,Madrid,2023-07-13,2023-07-09,23.33
O211512,FastFreight,Manchester,2024-09-25,2024-09-29,9.71
O204241,DPDx,Madrid,2023-08-13,2023-08-09,25.79
O202483,DPDx,Madrid,2024-09-23,2024-09-27,4.34
O208227,FastFreight,Lyon,2023-12-18,2023-12-20,3.61
O224158,EuroPost,Berlin,2024-06-30,2024-06-26,23.17
O200647,DPDx,Madrid,2023-08-25,2023-08-26,18.1
O225448,FastFreight,Manchester,2023-04-08,2023-04-13,8.76
O205477,FastFreight,Madrid,2024-01-08,2024-01-06,28.11
O224563,RoyalShip,Berlin,2023-10-12,2023-10-15,15.35
O211099,DPDx,Manchester,2024-01-02,2024-01-02,9.07
O218630,DPDx,Madrid,2024-06-30,2024-07-06,11.81
O224475,FastFreight,Berlin,2024-06-18,2024-06-14,26.4
O214945,RoyalShip,Manchester,2023-09-19,2023-09-19,13.7
O223825,RoyalShip,Lyon,2023-03-08,2023-03-14,18.14
O219116,RoyalShip,Madrid,2024-07-17,2024-07-23,4.45
O225829,RoyalShip,Lyon,2024-01-05,2024-01-10,9.47
O206415,EuroPost,Berlin,2023-04-17,2023-04-13,20.57
O212550,FastFreight,Berlin,2024-09-17,2024-09-16,23.71
O206759,RoyalShip,Madrid,2024-12-07,2024-12-10,28.29
O212680,RoyalShip,Berlin,2023-08-17,2023-08-18,24.4
O204680,EuroPost,Manchester,2023-06-06,2023-06-07,17.85
O223806,RoyalShip,Madrid,2024-10-15,2024-10-17,18.85
O200462,FastFreight,Madrid,2023-12-04,2023-12-08,20.95
O224251,DPDx,Madrid,2024-07-17,2024-07-14,22.98
O219893,EuroPost,Berlin,2023-01-25,2023-01-23,3.17
O211890,FastFreight,Manchester,2023-07-12,2023-07-17,23.35
O208100,RoyalShip,Madrid,2024-11-04,2024-11-05,5.0
O206698,DPDx,Lyon,2023-12-01,2023-12-04,23.08
O214054,FastFreight,Berlin,2023-02-19,2023-02-25,23.83
O206619,DPDx,Manchester,2024-11-16,2024-11-22,16.38
O225705,FastFreight,Madrid,2024-04-10,2024-04-16,3.37
O204074,DPDx,Madrid,2024-07-20,2024-07-19,10.06
O204915,DPDx,Madrid,2023-05-15,2023-05-18,7.71
O202702,DPDx,Lyon,2024-08-09,2024-08-15,21.66
O211961,DPDx,Berlin,2024-10-12,2024-10-18,18.95
O215414,EuroPost,Berlin,2024-05-17,2024-05-15,8.84
O215565,EuroPost,Manchester,2023-07-05,2023-07-02,14.19
O204356,EuroPost,Manchester,2024-05-25,2024-05-26,7.31
O202736,RoyalShip,Lyon,2024-12-05,2024-12-03,13.74
O208013,EuroPost,Manchester,2023-02-04,2023-02-06,27.19
O223107,DPDx,Madrid,2023-06-24,2023-06-30,23.75
O201694,DPDx,Berlin,2024-01-26,2024-01-29,24.34
O222064,RoyalShip,Berlin,2024-06-08,2024-06-04,7.77
O221596,EuroPost,Berlin,2023-11-28,2023-12-04,11.46
O224938,DPDx,Manchester,2024-07-02,2024-07-06,26.19
O202381,DPDx,Lyon,2024-03-16,2024-03-12,15.12
O206381,DPDx,Lyon,2023-11-10,2023-11-08,6.66
O216321,RoyalShip,Madrid,2024-07-28,2024-07-30,13.65
O207923,FastFreight,Lyon,2024-06-10,2024-06-06,5.56
O214844,FastFreight,Madrid,2024-12-18,2024-12-20,20.5
O209051,FastFreight,Manchester,2023-12-04,2023-12-01,11.81
O219324,EuroPost,Lyon,2024-03-27,2024-03-23,22.67
O217068,DPDx,Lyon,2024-07-21,2024-07-20,9.46
O214205,RoyalShip,Manchester,2023-04-04,2023-04-04,25.98
O205743,RoyalShip,Madrid,2023-07-27,2023-07-24,16.99
O223507,EuroPost,Madrid,2023-07-08,2023-07-11,8.35
O202135,DPDx,Madrid,2024-01-09,2024-01-12,10.74
O206678,RoyalShip,Manchester,2024-03-02,2024-03-01,15.41
O203633,DPDx,Berlin,2024-10-24,2024-10-21,24.42
O200644,DPDx,Manchester,2023-07-28,2023-08-01,14.92
O212923,FastFreight,Madrid,2024-05-23,2024-05-29,19.77
O206097,EuroPost,Manchester,2023-07-08,2023-07-14,22.8
O222530,DPDx,Madrid,2024-11-21,2024-11-23,15.71
O216135,DPDx,Manchester,2024-08-15,2024-08-14,21.88
O205921,DPDx,Manchester,2024-04-26,2024-05-02,2.09
O221839,EuroPost,Lyon,2024-09-19,2024-09-18,10.92
O211432,RoyalShip,Manchester,2024-07-24,2024-07-24,28.48
O201153,RoyalShip,Berlin,2024-03-30,2024-03-26,9.77
O225012,DPDx,Madrid,2024-09-02,2024-08-31,28.43
O205746,FastFreight,Lyon,2023-07-22,2023-07-27,23.8
O211229,DPDx,Lyon,2024-12-24,2024-12-29,3.57
O217023,EuroPost,Madrid,2023-01-18,2023-01-21,10.45
O205305,EuroPost,Madrid,2023-12-20,2023-12-26,27.7
O225960,RoyalShip,Madrid,2024-12-26,2024-12-29,4.17
O202605,RoyalShip,Manchester,2023-05-09,2023-05-10,23.48
O211448,FastFreight,Lyon,2023-12-08,2023-12-14,24.86
O216480,EuroPost,Berlin,2024-11-22,2024-11-20,14.08
O214470,FastFreight,Berlin,2024-01-08,2024-01-04,6.94
O202960,RoyalShip,Manchester,2024-03-22,2024-03-20,26.62
O201869,FastFreight,Lyon,2023-12-08,2023-12-10,9.04
O221822,FastFreight,Madrid,2024-03-09,2024-03-14,21.56
O215477,RoyalShip,Lyon,2023-12-15,2023-12-20,18.02
O222203,EuroPost,Lyon,2023-12-11,2023-12-16,29.69
O205318,FastFreight,Manchester,2024-07-23,2024-07-29,8.19
O225565,RoyalShip,Berlin,2024-11-13,2024-11-14,14.5
O212766,FastFreight,Lyon,2024-07-05,2024-07-05,11.52
O206663,DPDx,Berlin,2024-11-20,2024-11-19,29.29
O215712,EuroPost,Madrid,2023-09-25,2023-09-29,17.4
O225225,EuroPost,Manchester,2024-11-03,2024-11-04,27.12
O203912,EuroPost,Manchester,2024-12-15,2024-12-19,4.67
O201430,FastFreight,Berlin,2024-02-23,2024-02-29,2.66
O207819,DPDx,Madrid,2024-12-22,2024-12-23,27.1
O215365,EuroPost,Lyon,2024-05-12,2024-05-08,19.95
O220024,EuroPost,Madrid,2024-09-20,2024-09-21,21.8
O223174,EuroPost,Manchester,2024-07-16,2024-07-13,22.86
O224714,FastFreight,Berlin,2024-07-11,2024-07-14,7.01
O215756,EuroPost,Lyon,2023-04-11,2023-04-07,18.78
O223841,DPDx,Madrid,2023-07-02,2023-06-28,23.54
O213474,DPDx,Madrid,2024-02-16,2024-02-14,16.77
O217859,FastFreight,Madrid,2023-05-24,2023-05-28,28.61
O212101,RoyalShip,Manchester,2024-04-07,2024-04-13,21.19
O206448,EuroPost,Berlin,2024-03-27,2024-03-24,24.69
O221902,EuroPost,Manchester,2024-08-20,2024-08-25,18.56
O216062,DPDx,Berlin,2023-08-16,2023-08-21,3.03
O221441,DPDx,Lyon,2024-11-29,2024-12-04,9.52
O202326,FastFreight,Berlin,2023-07-14,2023-07-17,25.13
O212898,RoyalShip,Madrid,2023-09-07,2023-09-09,18.21
O204921,DPDx,Manchester,2023-11-14,2023-11-16,20.78
O219590,FastFreight,Berlin,2024-10-23,2024-10-22,22.34
O208731,RoyalShip,Berlin,2023-03-25,2023-03-21,29.94
O215311,RoyalShip,Berlin,2024-01-30,2024-01-31,24.4
O224702,RoyalShip,Lyon,2024-05-05,2024-05-01,8.94
O220414,FastFreight,Madrid,2024-05-25,2024-05-24,21.46
O212814,RoyalShip,Manchester,2024-01-01,2024-01-03,6.56
O215915,FastFreight,Berlin,2023-08-21,2023-08-26,9.67
O220507,DPDx,Lyon,2024-08-12,2024-08-14,10.63
O222285,FastFreight,Manchester,2023-11-28,2023-11-25,15.1
O208180,RoyalShip,Manchester,2024-06-26,2024-06-25,10.44
O212403,RoyalShip,Madrid,2024-10-28,2024-10-27,9.98
O222427,EuroPost,Lyon,2023-06-12,2023-06-09,7.23
O215484,RoyalShip,Manchester,2023-08-11,2023-08-17,6.06
O211783,EuroPost,Madrid,2023-12-29,2024-01-01,22.89
O207486,FastFreight,Lyon,2024-01-10,2024-01-15,3.76
O200471,DPDx,Lyon,2025-01-04,2025-01-03,28.19
O215403,EuroPost,Madrid,2023-12-17,2023-12-22,9.28
O219175,DPDx,Lyon,2024-12-31,2025-01-01,4.81
O208393,EuroPost,Madrid,2024-02-11,2024-02-14,3.39
O212036,FastFreight,Manchester,2024-10-24,2024-10-30,14.21
O201771,DPDx,Madrid,2024-08-25,2024-08-27,22.95
O208939,RoyalShip,Madrid,2024-02-01,2024-02-04,7.99
O209904,RoyalShip,Lyon,2023-07-25,2023-07-27,19.38
O203323,DPDx,Madrid,2023-08-06,2023-08-08,5.28
O221873,RoyalShip,Lyon,2023-12-27,2023-12-29,9.61
O225340,EuroPost,Manchester,2023-10-20,2023-10-20,5.92
O218140,DPDx,Berlin,2024-12-16,2024-12-14,17.77
O223127,FastFreight,Madrid,2024-07-19,2024-07-15,11.05
O208607,RoyalShip,Lyon,2024-05-20,2024-05-22,26.27
O202117,RoyalShip,Manchester,2023-12-04,2023-12-07,2.57
O224919,FastFreight,Manchester,2023-01-21,2023-01-17,28.84
O207591,RoyalShip,Manchester,2024-01-26,2024-01-23,20.47
O209366,FastFreight,Lyon,2024-06-20,2024-06-25,13.89
O201162,FastFreight,Madrid,2023-08-17,2023-08-21,4.55
O203204,DPDx,Madrid,2024-12-10,2024-12-06,12.09
O215425,RoyalShip,Madrid,2024-09-11,2024-09-13,9.92
O209040,EuroPost,Manchester,2024-01-18,2024-01-14,23.91
O218415,DPDx,Lyon,2024-11-12,2024-11-09,21.69
O225038,RoyalShip,Berlin,2024-12-27,2024-12-26,10.76
O223464,FastFreight,Berlin,2023-06-25,2023-06-28,6.82
O220812,RoyalShip,Manchester,2024-06-21,2024-06-20,22.67
O203795,DPDx,Madrid,2023-03-26,2023-03-24,2.58
O201219,DPDx,Lyon,2024-06-14,2024-06-18,13.92
O210468,DPDx,Madrid,2023-02-28,2023-03-01,22.26
O204527,DPDx,Manchester,2023-12-30,2024-01-02,24.88
O200862,EuroPost,Madrid,2024-11-07,2024-11-05,21.3
O220776,RoyalShip,Berlin,2023-01-17,2023-01-21,28.33
O225353,EuroPost,Berlin,2024-09-07,2024-09-10,29.44
O218915,DPDx,Lyon,2023-09-04,2023-09-03,19.84
O215963,EuroPost,Manchester,2023-05-28,2023-05-26,27.95
O220002,RoyalShip,Manchester,2023-08-30,2023-08-28,2.3
O220650,DPDx,Manchester,2023-04-06,2023-04-10,25.55
O207241,EuroPost,Lyon,2024-08-21,2024-08-21,28.98
O213707,RoyalShip,Berlin,2024-11-23,2024-11-24,5.52
O216877,EuroPost,Madrid,2024-11-24,2024-11-20,2.92
O208059,DPDx,Lyon,2023-02-25,2023-02-23,18.38
O225919,RoyalShip,Berlin,2024-02-01,2024-02-03,10.67
O209251,FastFreight,Lyon,2023-03-08,2023-03-10,25.62
O214223,FastFreight,Lyon,2023-12-11,2023-12-15,28.99
O206790,RoyalShip,Berlin,2024-08-19,2024-08-21,16.41
O204934,DPDx,Manchester,2023-05-16,2023-05-16,20.55
