show_id,type,title,country,release_year,rating,duration,date_added,listed_in
s543,TV Show,Title 543,South Korea,1993,R,126 min,"August 26, 2012",Comedies
s544,TV Show,Title 544,us,1970,nan,70 min,"July 10, 2023","Dramas, International"
s545,TV Show,Title 545,South Korea,2008,PG-13,4 Seasons,"July 06, 2011","Dramas, International"
s546,Movie,Title 546,us,2008,PG,4 Seasons,"August 23, 2022","Dramas, International"
s547,Movie,Title 547,South Korea,1971,PG,163 min,"January 01, 2011",Comedies
s548,Movie,Title 548,Japan,1973,PG,7 Seasons,"February 16, 2008","Kids' TV, Children"
s549,Movie,Title 549,Japan,2020,PG-13,6 Seasons,"June 22, 2020",Documentaries
s550,Movie,Title 550,us,1993,TV-PG,5 Seasons,"December 29, 2009",Action & Adventure
s551,Movie,Title 551,South Korea,1960,PG-13,156 min,"March 28, 2009","Kids' TV, Children"
s552,TV Show,Title 552,,2013,TV-14,75 min,"April 19, 2024","Dramas, International"
s553,Movie,Title 553,Japan,2012,nan,147 min,"June 08, 2023",Action & Adventure
s554,Movie,Title 554,India,1997,PG,7 Seasons,"December 12, 2018",Documentaries
s555,Movie,Title 555,,1970,TV-MA,7 Seasons,"October 06, 2019","Kids' TV, Children"
s556,Movie,Title 556,,2007,PG,164 min,"April 20, 2010",Comedies
s557,tv show,Title 557,United States,1983,TV-14,158 min,"November 04, 2017",Documentaries
s558,Movie,Title 558,South Korea,2023,TV-PG,4 Seasons,"December 18, 2022","Kids' TV, Children"
s559,Movie,Title 559,Japan,2015,nan,8 Seasons,"March 18, 2016","Dramas, International"
s560,Movie,Title 560,United Kingdom,1975,TV-MA,3 Seasons,"June 19, 2009",Comedies
s561,Movie,Title 561,us,2017,TV-MA,88 min,"January 16, 2019","Dramas, International"
s562,Movie,Title 562,,2016,TV-PG,1 Seasons,"October 31, 2016","Dramas, International"
s563,Movie,Title 563,India,1972,PG-13,1 Seasons,"December 03, 2018","Dramas, International"
s564,Movie,Title 564,South Korea,1993,nan,1 Seasons,"May 14, 2014",Action & Adventure
s565,Movie,Title 565,United States,2005,PG,71 min,"June 25, 2015",Comedies
s566,TV Show,Title 566,Japan,1969,PG,105 min,"September 26, 2012","Kids' TV, Children"
s567,Movie,Title 567,,2014,TV-PG,97 min,"August 04, 2016",Comedies
s568,TV Show,Title 568,United States,1964,TV-14,1 Seasons,"December 06, 2011",Action & Adventure
s569,Movie,Title 569,India,2005,PG-13,131 min,"September 15, 2012",Documentaries
s570,Movie,Title 570,,1977,nan,8 Seasons,"June 04, 2009","Kids' TV, Children"
s571,TV Show,Title 571,,2021,PG,1 Seasons,"October 14, 2009",Documentaries
s572,Movie,Title 572,Japan,1964,TV-MA,6 Seasons,"March 13, 2014","Dramas, International"
s573,movie,Title 573,Japan,1979,TV-MA,157 min,"January 05, 2016",Comedies
s574,TV Show,Title 574,United Kingdom,2009,TV-14,3 Seasons,"August 24, 2009",Comedies
s575,TV Show,Title 575,United States,1981,PG-13,107 min,"February 12, 2017",Action & Adventure
s576,Movie,Title 576,South Korea,1994,TV-PG,130 min,"April 03, 2018",Action & Adventure
s577,TV Show,Title 577,United States,1974,PG-13,95 min,"November 27, 2013","Dramas, International"
s578,TV Show,Title 578,us,1958,PG,2 Seasons,"April 13, 2013",Documentaries
s579,TV Show,Title 579,South Korea,1956,nan,7 Seasons,"December 06, 2011","Kids' TV, Children"
s580,Movie,Title 580,United States,2016,PG-13,8 Seasons,"August 06, 2020","Dramas, International"
s581,movie,Title 581,,2011,PG-13,158 min,"January 28, 2018",Documentaries
s582,TV Show,Title 582,United States,1996,TV-PG,120 min,"May 27, 2023",Comedies
s583,Movie,Title 583,United States,2002,PG-13,163 min,"December 27, 2019",Documentaries
s584,Movie,Title 584,India,1986,PG,6 Seasons,"July 27, 2022",Comedies
s585,Movie,Title 585,United Kingdom,1992,PG,141 min,"October 10, 2013","Kids' TV, Children"
s586,TV Show,Title 586,Japan,1964,TV-MA,2 Seasons,"February 24, 2020",Action & Adventure
s587,movie,Title 587,United Kingdom,1961,PG-13,1 Seasons,"December 24, 2020",Documentaries
s588,tv show,Title 588,,1987,TV-14,4 Seasons,"October 26, 2020",Action & Adventure
s589,TV Show,Title 589,United States,2024,PG-13,82 min,"August 09, 2022",Documentaries
s590,TV Show,Title 590,United States,2019,TV-PG,6 Seasons,"July 06, 2009",Action & Adventure
s591,TV Show,Title 591,India,1992,TV-MA,133 min,"July 26, 2008","Kids' TV, Children"
s592,Movie,Title 592,United States,1995,TV-PG,106 min,"December 21, 2023",Action & Adventure
s593,movie,Title 593,India,2012,TV-PG,5 Seasons,"March 24, 2016","Dramas, International"
s594,TV Show,Title 594,Japan,1987,TV-MA,1 Seasons,"June 18, 2017",Action & Adventure
s595,Movie,Title 595,Japan,1981,TV-14,5 Seasons,"April 03, 2010","Dramas, International"
s596,Movie,Title 596,United Kingdom,1997,R,4 Seasons,"December 02, 2016","Kids' TV, Children"
s597,Movie,Title 597,United Kingdom,1990,nan,72 min,"March 23, 2012",Comedies
s598,TV Show,Title 598,us,1993,PG,7 Seasons,"January 27, 2019",Comedies
s599,TV Show,Title 599,us,1957,TV-14,121 min,"September 19, 2009","Kids' TV, Children"
s600,Movie,Title 600,,1998,PG-13,4 Seasons,"January 29, 2011",Comedies
s601,TV Show,Title 601,India,1982,R,6 Seasons,"December 22, 2020","Kids' TV, Children"
s602,TV Show,Title 602,South Korea,1968,TV-MA,177 min,"September 20, 2015","Kids' TV, Children"
s603,Movie,Title 603,United Kingdom,2009,PG,4 Seasons,"November 29, 2009","Kids' TV, Children"
s604,Movie,Title 604,South Korea,1965,PG-13,127 min,"January 01, 2010","Kids' TV, Children"
s605,Movie,Title 605,United Kingdom,1967,PG-13,6 Seasons,"March 30, 2013","Kids' TV, Children"
s606,Movie,Title 606,,1955,nan,165 min,"February 03, 2023",Action & Adventure
s607,Movie,Title 607,us,2005,TV-14,103 min,"August 01, 2015","Kids' TV, Children"
s608,Movie,Title 608,United States,2013,TV-PG,1 Seasons,"March 17, 2016",Action & Adventure
s609,movie,Title 609,United States,1982,TV-14,6 Seasons,"January 15, 2016","Dramas, International"
s610,Movie,Title 610,,1955,TV-14,6 Seasons,"March 05, 2010",Action & Adventure
s611,TV Show,Title 611,Japan,1986,PG,2 Seasons,"May 29, 2011","Kids' TV, Children"
s612,TV Show,Title 612,Japan,1972,TV-PG,5 Seasons,"December 06, 2023",Comedies
s613,TV Show,Title 613,India,1971,TV-PG,131 min,"December 26, 2009","Kids' TV, Children"
s614,Movie,Title 614,South Korea,1995,PG,102 min,"July 16, 2017",Documentaries
s615,Movie,Title 615,United Kingdom,2004,nan,72 min,"January 20, 2013",Action & Adventure
s616,TV Show,Title 616,United States,1989,PG-13,8 Seasons,"May 28, 2020",Comedies
s617,Movie,Title 617,,1978,TV-MA,135 min,"October 28, 2010",Documentaries
s618,Movie,Title 618,us,2018,TV-14,1 Seasons,"March 12, 2021","Dramas, International"
s619,TV Show,Title 619,United States,1992,R,1 Seasons,"May 25, 2008",Action & Adventure
s620,TV Show,Title 620,United Kingdom,1969,TV-14,118 min,"June 07, 2019",Comedies
s621,Movie,Title 621,Japan,2011,R,162 min,"July 12, 2016",Documentaries
s622,Movie,Title 622,United Kingdom,1962,PG-13,3 Seasons,"April 15, 2015","Kids' TV, Children"
s623,movie,Title 623,United Kingdom,2015,TV-14,2 Seasons,"April 26, 2016",Action & Adventure
s624,Movie,Title 624,India,1966,PG-13,8 Seasons,"August 09, 2012","Dramas, International"
s625,TV Show,Title 625,United Kingdom,1994,TV-MA,137 min,"February 24, 2018",Documentaries
s626,Movie,Title 626,India,1989,TV-14,153 min,"November 05, 2008","Dramas, International"
s627,TV Show,Title 627,India,2022,PG-13,100 min,"June 26, 2018",Documentaries
s628,Movie,Title 628,India,1975,nan,84 min,"April 01, 2018",Comedies
s629,Movie,Title 629,United States,1962,TV-14,73 min,"July 24, 2021",Documentaries
s630,Movie,Title 630,United States,1986,TV-PG,2 Seasons,"October 22, 2009",Action & Adventure
s631,Movie,Title 631,United Kingdom,1976,PG,5 Seasons,"July 18, 2017",Comedies
s632,TV Show,Title 632,us,2003,R,1 Seasons,"January 24, 2014","Kids' TV, Children"
s633,Movie,Title 633,United States,1959,TV-14,122 min,"July 30, 2015","Dramas, International"
s634,Movie,Title 634,us,1977,nan,81 min,"August 12, 2022",Comedies
s635,TV Show,Title 635,Japan,2017,R,152 min,"July 19, 2021",Action & Adventure
s636,TV Show,Title 636,Japan,2001,PG,8 Seasons,"November 07, 2022","Kids' TV, Children"
s637,Movie,Title 637,us,1963,nan,7 Seasons,"June 23, 2023",Comedies
s638,TV Show,Title 638,Japan,1956,nan,164 min,"July 03, 2021",Documentaries
s639,Movie,Title 639,us,1992,PG-13,7 Seasons,"May 08, 2017","Dramas, International"
s640,TV Show,Title 640,South Korea,1993,TV-PG,7 Seasons,"March 05, 2011",Action & Adventure
s641,Movie,Title 641,,1968,PG,4 Seasons,"September 05, 2015","Dramas, International"
s642,TV Show,Title 642,United Kingdom,2018,PG,108 min,"June 20, 2023",Action & Adventure
s643,TV Show,Title 643,United States,1956,R,115 min,"August 26, 2011","Kids' TV, Children"
s644,TV Show,Title 644,South Korea,2020,PG,4 Seasons,"April 20, 2010",Documentaries
s645,Movie,Title 645,United States,1955,PG-13,2 Seasons,"April 19, 2020",Action & Adventure
s646,TV Show,Title 646,United Kingdom,1995,TV-PG,5 Seasons,"February 01, 2023","Kids' TV, Children"
s647,TV Show,Title 647,,2023,R,1 Seasons,"June 29, 2008","Dramas, International"
s648,Movie,Title 648,Japan,2023,TV-PG,7 Seasons,"April 19, 2020","Kids' TV, Children"
s649,Movie,Title 649,United States,2021,R,70 min,"April 11, 2021","Kids' TV, Children"
s650,tv show,Title 650,,1971,nan,1 Seasons,"December 12, 2023",Documentaries
s651,TV Show,Title 651,Japan,2005,nan,165 min,"May 09, 2022","Dramas, International"
s652,Movie,Title 652,United Kingdom,1975,PG-13,2 Seasons,"March 02, 2024",Comedies
s653,TV Show,Title 653,United States,1976,R,67 min,"July 05, 2010","Kids' TV, Children"
s654,Movie,Title 654,us,1986,PG-13,129 min,"August 16, 2016","Kids' TV, Children"
s655,Movie,Title 655,us,1985,TV-PG,65 min,"August 02, 2021","Kids' TV, Children"
s656,TV Show,Title 656,Japan,1990,TV-14,76 min,"February 16, 2013",Action & Adventure
s657,Movie,Title 657,United Kingdom,1962,TV-MA,110 min,"March 05, 2021","Dramas, International"
s658,Movie,Title 658,United States,2012,nan,172 min,"January 31, 2023",Comedies
s659,Movie,Title 659,India,1979,PG,162 min,"October 24, 2022","Dramas, International"
s660,Movie,Title 660,us,1986,nan,65 min,"February 24, 2013","Dramas, International"
s661,Movie,Title 661,India,2009,nan,3 Seasons,"April 10, 2021",Documentaries
s662,Movie,Title 662,United States,1958,R,176 min,"June 19, 2013",Comedies
s663,Movie,Title 663,United Kingdom,1997,PG-13,2 Seasons,"December 12, 2022","Dramas, International"
s664,Movie,Title 664,India,2003,PG-13,2 Seasons,"May 06, 2017",Documentaries
s665,Movie,Title 665,United Kingdom,2014,R,158 min,"February 01, 2021",Comedies
s666,Movie,Title 666,Japan,1970,TV-MA,2 Seasons,"April 30, 2010","Kids' TV, Children"
s667,TV Show,Title 667,India,1965,TV-14,2 Seasons,"June 04, 2010",Action & Adventure
s668,movie,Title 668,South Korea,2016,nan,4 Seasons,"June 29, 2015",Action & Adventure
s669,Movie,Title 669,United States,1990,nan,8 Seasons,"February 28, 2018",Action & Adventure
s670,Movie,Title 670,South Korea,1969,PG,6 Seasons,"April 06, 2010",Documentaries
s671,Movie,Title 671,United Kingdom,2013,TV-PG,8 Seasons,"October 09, 2012",Action & Adventure
s672,Movie,Title 672,India,1975,nan,8 Seasons,"June 11, 2015","Kids' TV, Children"
s673,Movie,Title 673,Japan,1974,TV-MA,5 Seasons,"February 25, 2019",Comedies
s674,TV Show,Title 674,India,1964,PG,4 Seasons,"November 26, 2022",Documentaries
s675,Movie,Title 675,Japan,2002,TV-PG,174 min,"July 30, 2020",Documentaries
s676,TV Show,Title 676,us,1976,R,167 min,"February 12, 2023","Kids' TV, Children"
s677,Movie,Title 677,,2004,PG,5 Seasons,"February 22, 2023",Documentaries
s678,Movie,Title 678,us,1997,TV-PG,8 Seasons,"September 28, 2023","Dramas, International"
s679,TV Show,Title 679,India,1999,TV-PG,4 Seasons,"October 24, 2021","Dramas, International"
s680,TV Show,Title 680,United Kingdom,1973,nan,8 Seasons,"November 29, 2019","Dramas, International"
s681,Movie,Title 681,United States,1982,TV-MA,106 min,"February 01, 2017",Documentaries
s682,Movie,Title 682,,1958,TV-PG,103 min,"April 06, 2020","Kids' TV, Children"
s683,Movie,Title 683,India,1978,TV-14,104 min,"March 19, 2023",Documentaries
s684,TV Show,Title 684,Japan,1996,PG-13,4 Seasons,"January 06, 2015",Action & Adventure
s685,Movie,Title 685,United Kingdom,2022,PG,60 min,"September 08, 2013","Dramas, International"
s686,Movie,Title 686,us,2006,R,1 Seasons,"September 11, 2022",Comedies
s687,TV Show,Title 687,United Kingdom,1964,PG,123 min,"January 14, 2019","Dramas, International"
s688,Movie,Title 688,Japan,1962,nan,4 Seasons,"March 15, 2010","Dramas, International"
s689,Movie,Title 689,,2022,TV-PG,175 min,"July 05, 2012",Action & Adventure
s690,tv show,Title 690,Japan,1984,R,3 Seasons,"September 26, 2010","Dramas, International"
s691,Movie,Title 691,us,1981,TV-PG,5 Seasons,"June 24, 2023",Comedies
s692,Movie,Title 692,Japan,1959,TV-PG,1 Seasons,"December 10, 2009",Comedies
s693,Movie,Title 693,us,1959,TV-PG,72 min,"October 25, 2008",Action & Adventure
s694,Movie,Title 694,South Korea,1956,R,159 min,"September 16, 2014","Kids' TV, Children"
s695,Movie,Title 695,United States,1983,PG-13,5 Seasons,"April 09, 2015","Dramas, International"
s696,Movie,Title 696,South Korea,1981,TV-PG,3 Seasons,"December 24, 2008","Dramas, International"
s697,movie,Title 697,India,1989,TV-14,8 Seasons,"February 22, 2016",Action & Adventure
s698,Movie,Title 698,South Korea,1975,TV-MA,2 Seasons,"July 24, 2019",Comedies
s699,TV Show,Title 699,Japan,1987,TV-MA,144 min,"December 09, 2020",Comedies
s700,Movie,Title 700,South Korea,2016,TV-MA,73 min,"January 01, 2011","Kids' TV, Children"
s701,Movie,Title 701,United States,2011,R,71 min,"August 26, 2020",Documentaries
s702,TV Show,Title 702,United States,1955,TV-MA,1 Seasons,"April 28, 2019","Dramas, International"
s703,Movie,Title 703,United States,1958,nan,5 Seasons,"July 19, 2022","Dramas, International"
s704,TV Show,Title 704,us,2000,R,7 Seasons,"April 04, 2017",Comedies
s705,Movie,Title 705,United States,1983,TV-MA,90 min,"December 14, 2009",Comedies
s706,Movie,Title 706,,2006,PG-13,5 Seasons,"May 13, 2019",Action & Adventure
s707,Movie,Title 707,South Korea,1958,TV-PG,7 Seasons,"February 25, 2021",Action & Adventure
s708,Movie,Title 708,United Kingdom,1984,nan,5 Seasons,"July 16, 2019","Kids' TV, Children"
s709,Movie,Title 709,India,2016,PG,2 Seasons,"December 29, 2016",Documentaries
s710,TV Show,Title 710,Japan,1990,nan,4 Seasons,"November 30, 2020","Kids' TV, Children"
s711,TV Show,Title 711,South Korea,2010,PG-13,6 Seasons,"July 08, 2022",Action & Adventure
s712,Movie,Title 712,United States,1972,TV-MA,175 min,"November 13, 2015","Dramas, International"
s713,Movie,Title 713,us,1960,TV-PG,7 Seasons,"November 06, 2014","Dramas, International"
s714,TV Show,Title 714,India,1972,TV-PG,105 min,"May 16, 2017",Comedies
s715,Movie,Title 715,us,2004,R,1 Seasons,"January 13, 2019","Dramas, International"
s716,Movie,Title 716,United Kingdom,1958,R,116 min,"February 13, 2012",Action & Adventure
s717,Movie,Title 717,United Kingdom,1969,PG,3 Seasons,"August 16, 2009",Documentaries
s718,Movie,Title 718,United States,2018,TV-PG,6 Seasons,"March 25, 2016",Comedies
s719,TV Show,Title 719,,1990,R,87 min,"December 12, 2018",Action & Adventure
s720,Movie,Title 720,United Kingdom,1957,PG-13,8 Seasons,"June 21, 2009",Action & Adventure
s721,Movie,Title 721,South Korea,1995,TV-14,1 Seasons,"February 25, 2011",Comedies
s722,TV Show,Title 722,India,1964,TV-PG,7 Seasons,"September 06, 2023",Comedies
s723,movie,Title 723,,2016,nan,2 Seasons,"October 22, 2016",Comedies
s724,Movie,Title 724,South Korea,2005,TV-MA,165 min,"April 06, 2023",Action & Adventure
s725,Movie,Title 725,,2015,TV-14,8 Seasons,"March 01, 2020",Comedies
s726,Movie,Title 726,United Kingdom,1987,R,81 min,"March 17, 2009","Dramas, International"
s727,TV Show,Title 727,Japan,1959,TV-14,174 min,"February 17, 2010",Comedies
s728,movie,Title 728,United Kingdom,1990,PG-13,8 Seasons,"March 06, 2008","Dramas, International"
s729,Movie,Title 729,South Korea,1992,PG,3 Seasons,"January 15, 2022",Comedies
s730,Movie,Title 730,,1975,TV-14,158 min,"June 28, 2014",Action & Adventure
s731,Movie,Title 731,United Kingdom,1971,PG,1 Seasons,"February 12, 2012",Action & Adventure
s732,Movie,Title 732,us,1966,PG-13,3 Seasons,"August 26, 2016",Action & Adventure
s733,movie,Title 733,South Korea,2022,R,1 Seasons,"December 08, 2018",Comedies
s734,Movie,Title 734,United States,2010,PG-13,7 Seasons,"November 15, 2015",Documentaries
s735,Movie,Title 735,India,1966,nan,85 min,"January 22, 2009",Action & Adventure
s736,Movie,Title 736,India,1963,R,8 Seasons,"July 17, 2013",Comedies
s737,Movie,Title 737,,2016,nan,6 Seasons,"March 13, 2014","Dramas, International"
s738,TV Show,Title 738,Japan,1975,R,6 Seasons,"March 23, 2018",Action & Adventure
s739,Movie,Title 739,Japan,1976,PG-13,102 min,"January 15, 2019","Kids' TV, Children"
s740,Movie,Title 740,India,2007,TV-PG,6 Seasons,"July 31, 2014","Kids' TV, Children"
s741,Movie,Title 741,,1964,R,8 Seasons,"December 04, 2012",Comedies
s742,tv show,Title 742,India,1975,TV-PG,160 min,"September 01, 2014",Comedies
s743,TV Show,Title 743,South Korea,1972,nan,60 min,"April 28, 2010",Comedies
s744,Movie,Title 744,Japan,2021,nan,8 Seasons,"July 13, 2008","Dramas, International"
s745,TV Show,Title 745,us,2010,TV-PG,123 min,"November 04, 2010",Comedies
s746,Movie,Title 746,us,1967,PG,7 Seasons,"September 29, 2017",Comedies
s747,TV Show,Title 747,India,1987,R,163 min,"July 25, 2017",Documentaries
s748,Movie,Title 748,India,1991,TV-14,69 min,"May 13, 2009",Action & Adventure
s749,TV Show,Title 749,United Kingdom,1967,PG,5 Seasons,"February 29, 2020","Dramas, International"
s750,Movie,Title 750,us,1992,PG,2 Seasons,"February 05, 2022",Comedies
s751,Movie,Title 751,,2022,PG,108 min,"December 25, 2011","Dramas, International"
s752,TV Show,Title 752,Japan,1990,R,74 min,"November 04, 2015",Action & Adventure
s753,Movie,Title 753,,1961,TV-14,5 Seasons,"March 28, 2014",Comedies
s754,Movie,Title 754,United States,2009,TV-14,4 Seasons,"October 28, 2013",Comedies
s755,Movie,Title 755,,1989,TV-PG,64 min,"November 28, 2023","Kids' TV, Children"
s756,Movie,Title 756,India,1958,PG-13,67 min,"November 10, 2018",Documentaries
s757,Movie,Title 757,United States,1975,TV-PG,112 min,"June 24, 2019",Comedies
s758,Movie,Title 758,United Kingdom,1993,TV-14,5 Seasons,"July 18, 2022",Comedies
s759,Movie,Title 759,,1983,R,6 Seasons,"December 10, 2015",Documentaries
s760,Movie,Title 760,South Korea,2010,R,170 min,"October 09, 2010",Documentaries
s761,Movie,Title 761,,2001,TV-PG,110 min,"July 11, 2019","Dramas, International"
s762,Movie,Title 762,United States,1958,TV-MA,8 Seasons,"August 04, 2014",Comedies
s763,Movie,Title 763,United States,2009,R,8 Seasons,"August 24, 2023","Kids' TV, Children"
s764,Movie,Title 764,United Kingdom,1993,R,64 min,"December 29, 2023",Documentaries
s765,Movie,Title 765,United States,1995,TV-14,84 min,"May 18, 2014",Comedies
s766,TV Show,Title 766,India,1985,PG-13,6 Seasons,"March 11, 2022",Action & Adventure
s767,Movie,Title 767,India,1981,TV-PG,2 Seasons,"January 18, 2020",Comedies
s768,Movie,Title 768,Japan,1983,TV-MA,77 min,"June 04, 2014",Action & Adventure
s769,TV Show,Title 769,Japan,1984,nan,161 min,"January 03, 2019",Comedies
s770,Movie,Title 770,,1992,TV-14,7 Seasons,"December 13, 2013",Documentaries
s771,TV Show,Title 771,United States,1969,R,139 min,"August 14, 2021","Dramas, International"
s772,movie,Title 772,United States,1998,nan,1 Seasons,"May 27, 2021","Dramas, International"
s773,Movie,Title 773,,2005,PG-13,6 Seasons,"August 14, 2023",Documentaries
s774,TV Show,Title 774,,2004,PG,72 min,"May 20, 2009","Kids' TV, Children"
s775,Movie,Title 775,Japan,2003,TV-14,136 min,"September 23, 2019","Dramas, International"
s776,Movie,Title 776,Japan,2017,TV-MA,3 Seasons,"December 13, 2009","Dramas, International"
s777,Movie,Title 777,South Korea,1982,TV-MA,178 min,"August 10, 2021",Documentaries
s778,TV Show,Title 778,India,2000,PG,60 min,"May 19, 2017",Comedies
s779,movie,Title 779,,2019,TV-MA,64 min,"December 26, 2015",Documentaries
s780,Movie,Title 780,South Korea,2024,PG,6 Seasons,"May 03, 2017",Action & Adventure
s781,TV Show,Title 781,South Korea,1989,PG-13,1 Seasons,"January 30, 2023","Kids' TV, Children"
s782,Movie,Title 782,United Kingdom,2001,TV-MA,2 Seasons,"May 09, 2017","Kids' TV, Children"
s783,Movie,Title 783,United States,2004,nan,176 min,"July 20, 2023",Comedies
s784,tv show,Title 784,,1973,PG-13,146 min,"July 26, 2020",Action & Adventure
s785,TV Show,Title 785,United States,1993,TV-PG,89 min,"January 17, 2024",Action & Adventure
s786,Movie,Title 786,United States,1965,TV-14,8 Seasons,"June 23, 2022","Dramas, International"
s787,movie,Title 787,Japan,1994,nan,7 Seasons,"February 28, 2009",Comedies
s788,Movie,Title 788,,1959,R,116 min,"July 27, 2014","Kids' TV, Children"
s789,Movie,Title 789,,1975,nan,1 Seasons,"March 10, 2014",Documentaries
s790,Movie,Title 790,us,1973,TV-PG,116 min,"May 09, 2013","Dramas, International"
s791,movie,Title 791,India,2005,nan,3 Seasons,"October 18, 2016",Documentaries
s792,Movie,Title 792,South Korea,1963,TV-14,8 Seasons,"December 15, 2021","Dramas, International"
s793,movie,Title 793,us,1999,PG-13,5 Seasons,"September 25, 2010",Comedies
s794,TV Show,Title 794,,2002,TV-MA,97 min,"January 08, 2012",Action & Adventure
s795,Movie,Title 795,Japan,1974,nan,135 min,"January 22, 2013",Action & Adventure
s796,Movie,Title 796,us,2003,TV-MA,166 min,"May 17, 2022","Kids' TV, Children"
s797,Movie,Title 797,India,1998,PG-13,2 Seasons,"August 04, 2009","Kids' TV, Children"
s798,Movie,Title 798,United States,1997,PG,145 min,"August 13, 2019",Action & Adventure
s799,TV Show,Title 799,United States,1961,R,100 min,"February 07, 2011",Comedies
s800,TV Show,Title 800,us,1981,TV-MA,1 Seasons,"November 27, 2021","Kids' TV, Children"
s801,tv show,Title 801,us,1977,R,3 Seasons,"January 23, 2023","Kids' TV, Children"
s802,Movie,Title 802,United Kingdom,1987,R,3 Seasons,"June 19, 2018",Action & Adventure
s803,TV Show,Title 803,,2016,PG-13,89 min,"October 06, 2018",Action & Adventure
s804,Movie,Title 804,South Korea,1973,TV-PG,146 min,"September 29, 2009","Dramas, International"
s805,TV Show,Title 805,United States,1978,TV-MA,151 min,"July 15, 2021","Dramas, International"
s806,TV Show,Title 806,Japan,2019,TV-PG,65 min,"September 28, 2019",Action & Adventure
s807,tv show,Title 807,,1984,R,6 Seasons,"December 22, 2008","Dramas, International"
s808,Movie,Title 808,United Kingdom,1956,PG,7 Seasons,"February 25, 2016",Action & Adventure
s809,Movie,Title 809,,2005,PG,5 Seasons,"October 31, 2015",Action & Adventure
s810,movie,Title 810,United Kingdom,1977,TV-MA,8 Seasons,"January 07, 2011",Documentaries
s811,movie,Title 811,United Kingdom,2001,R,4 Seasons,"May 07, 2024",Comedies
s812,Movie,Title 812,,1995,R,151 min,"September 04, 2009",Action & Adventure
s813,movie,Title 813,South Korea,1987,PG,63 min,"October 19, 2018",Comedies
s814,Movie,Title 814,United States,1967,TV-14,7 Seasons,"April 26, 2012",Documentaries
s815,Movie,Title 815,United States,2017,PG-13,6 Seasons,"July 29, 2021",Action & Adventure
s816,TV Show,Title 816,,2014,R,5 Seasons,"January 22, 2010","Dramas, International"
s817,Movie,Title 817,United States,1979,TV-14,3 Seasons,"October 30, 2013","Kids' TV, Children"
s818,Movie,Title 818,Japan,1988,TV-14,157 min,"March 24, 2010","Kids' TV, Children"
s819,Movie,Title 819,United States,2001,TV-PG,4 Seasons,"May 29, 2012",Comedies
s820,Movie,Title 820,us,1980,TV-MA,116 min,"November 09, 2021",Comedies
s821,Movie,Title 821,United States,1997,TV-MA,143 min,"April 25, 2021",Documentaries
s822,Movie,Title 822,Japan,1959,nan,4 Seasons,"August 13, 2023",Comedies
s823,TV Show,Title 823,us,2017,TV-PG,78 min,"November 25, 2011",Action & Adventure
s824,Movie,Title 824,United Kingdom,1974,nan,144 min,"May 04, 2024","Dramas, International"
s825,TV Show,Title 825,Japan,1987,TV-MA,2 Seasons,"April 03, 2021",Comedies
s826,TV Show,Title 826,India,1996,TV-MA,115 min,"March 10, 2017",Comedies
s827,Movie,Title 827,Japan,1971,TV-MA,5 Seasons,"August 12, 2016",Comedies
s828,Movie,Title 828,United Kingdom,1974,TV-PG,3 Seasons,"April 19, 2017",Documentaries
s829,Movie,Title 829,,1989,PG-13,109 min,"July 21, 2020","Dramas, International"
s830,Movie,Title 830,United States,1958,TV-MA,91 min,"December 23, 2008","Dramas, International"
s831,TV Show,Title 831,,1977,TV-PG,141 min,"March 21, 2023","Kids' TV, Children"
s832,Movie,Title 832,,1995,PG-13,4 Seasons,"December 12, 2009","Dramas, International"
s833,Movie,Title 833,United Kingdom,1964,TV-MA,135 min,"December 23, 2009",Comedies
s834,TV Show,Title 834,us,1976,nan,105 min,"August 27, 2020",Documentaries
s835,Movie,Title 835,,2022,nan,156 min,"November 08, 2015","Kids' TV, Children"
s836,Movie,Title 836,,2014,nan,7 Seasons,"May 18, 2017","Dramas, International"
s837,TV Show,Title 837,United States,1968,TV-PG,74 min,"August 23, 2014",Action & Adventure
s838,TV Show,Title 838,India,2003,R,154 min,"April 23, 2017",Documentaries
s839,Movie,Title 839,United Kingdom,1996,PG,5 Seasons,"November 02, 2019",Action & Adventure
s840,TV Show,Title 840,us,2005,PG,7 Seasons,"May 16, 2020","Dramas, International"
s841,Movie,Title 841,United States,1970,PG-13,142 min,"November 25, 2019",Action & Adventure
s842,Movie,Title 842,South Korea,2017,PG-13,161 min,"May 11, 2021","Dramas, International"
s843,Movie,Title 843,India,1990,TV-14,8 Seasons,"July 26, 2020","Kids' TV, Children"
s844,Movie,Title 844,,2011,TV-PG,3 Seasons,"September 01, 2019","Dramas, International"
s845,Movie,Title 845,,2008,PG,1 Seasons,"October 30, 2020",Action & Adventure
s846,TV Show,Title 846,South Korea,1978,PG-13,3 Seasons,"March 05, 2008","Kids' TV, Children"
s847,Movie,Title 847,,1955,TV-MA,150 min,"December 13, 2022","Dramas, International"
s848,Movie,Title 848,Japan,1994,TV-14,7 Seasons,"December 07, 2016","Kids' TV, Children"
s849,TV Show,Title 849,United Kingdom,1980,PG,6 Seasons,"October 28, 2015","Kids' TV, Children"
s850,Movie,Title 850,Japan,1973,TV-14,81 min,"September 22, 2021","Kids' TV, Children"
s851,tv show,Title 851,India,1964,PG,1 Seasons,"May 31, 2013",Documentaries
